IID	PGS000903	PGS000902	PGS004924	PGS000750	PGS003763	PGS000211	PGS000056	PGS000123	PGS001774	PGS000777	PGS001353
752702370700	-2.78166	0.2337	0.2337	-1.17678	-1.16383	-0.658571	1.72649	-0.274	-0.0783162	0.751416	0.699
682170207800	-1.36796	0.7219	0.7219	-0.808208	-0.796043	-0.860967	2.07935	0.146	-0.0593963	0.0	1.183
590422568700	-4.17976	0.0232	0.0232	-0.870135	-0.861074	-0.40052	2.19903	0.303	-0.314039	0.0	0.699
367840211600	-2.70996	0.8346	0.8346	-0.22442	-0.125633	-0.636732	2.47912	0.579	0.707234	0.751416	1.398
355919047900	-4.72286	0.9044	0.9044	-0.458738	-0.413824	-0.660117	2.6955	0.69	0.0503974	0.751416	0.622
327965274300	-2.07956	0.5236	0.5236	-1.04989	-1.06099	-0.890344	1.75627	0.055	0.103622	1.50283	0.722
311268925100	-2.95156	0.8031	0.8031	-0.31792	-0.317368	0.0489393	2.50877	0.866	0.735942	0.751416	1.398
298198778100	-3.97196	1.2156	1.2156	-0.348579	-0.409481	-0.430713	2.25164	0.567	0.770247	0.0	1.398
279157571000	-4.25986	-0.2768	-0.2768	-0.953713	-0.948121	-0.6599	2.12365	0.012	0.0314987	0.751416	0.484
261082382700	-4.91746	0.1674	0.1674	-0.604287	-0.580078	-0.669555	1.94222	0.271	0.207014	0.0	0.676
259280430100	-2.31166	0.4257	0.4257	-0.512238	-0.50958	0.345268	2.12424	0.801	0.0539324	0.0	1.206
255448185900	-3.47696	0.0544	0.0544	-0.909659	-0.929707	-0.21363	2.11259	0.546	0.144827	0.0	0.699
220484898600	-0.267363	1.1838	1.1838	0.00340088	0.0438872	-0.0824796	2.57959	1.151	1.00522	0.751416	1.106
198181823000	-2.13426	0.204	0.204	-0.735404	-0.751893	-0.378681	1.98014	0.516	-0.295119	0.751416	0.799
186300577200	-1.84096	0.482	0.482	-0.755761	-0.77202	-0.11578	2.09467	0.359	0.433774	0.751416	0.991
182750229800	-3.61046	0.1276	0.1276	-0.952007	-0.893198	-1.06596	1.57697	-0.369	0.144827	0.0	0.699
373410297100	-2.28256	0.4439	0.4439	-0.700744	-0.733361	-0.298905	2.0511	0.437	-0.314039	0.751416	0.507
181182000700	-3.05556	0.133	0.133	-1.02331	-1.00629	-0.324424	1.73093	0.095	-0.172725	0.0	1.183
158057811200	-2.19076	1.9041	1.9041	0.393661	0.498835	0.0799023	3.26766	1.729	0.423883	0.751416	1.106
155027490900	-3.64546	-0.5017	-0.5017	-1.33343	-1.38044	-0.420459	1.72623	-0.252	0.39947	0.751416	0.991
151444252900	-4.21666	0.4992	0.4992	-0.953514	-0.907628	-0.702301	2.11259	0.39	0.144827	0.751416	0.699
110659546100	-2.34696	0.2725	0.2725	-0.919171	-0.921283	-0.556687	2.18111	0.116	0.39947	0.0	0.991
108815272300	-3.37296	0.1554	0.1554	-0.778494	-0.724253	-0.0229908	1.89221	0.161	-0.144761	0.0	0.292
101508743500	-2.11136	0.89	0.89	-0.180421	-0.169339	-1.34614	2.47013	0.92	0.738003	0.751416	0.814
086164607200	-1.58136	0.499	0.499	-0.991542	-1.07226	-0.444241	1.56896	-0.058	-0.28254	0.0	0.991
604813834700	-2.73006	0.6208	0.6208	-0.939137	-0.955684	-0.889542	2.08469	0.581	0.279882	0.751416	1.106
065037618800	-4.47366	0.1437	0.1437	-0.982495	-1.00035	-0.689989	1.89097	-0.24	-0.0412053	0.0	0.407
060114684500	-2.32386	0.5483	0.5483	-0.617494	-0.537892	-1.14146	2.16648	0.55	-0.188839	0.0	0.484
024816793300	-2.40026	0.6185	0.6185	-0.583811	-0.646594	-0.562807	2.01815	0.094	0.0224337	0.751416	0.699
018843557900	-2.61736	1.3663	1.3663	0.0056364	0.0284066	0.257213	2.6263	1.017	0.958341	0.751416	1.106
016991053200	-3.01246	1.0953	1.0953	-0.0303399	-0.0233688	-0.778294	2.40027	0.73	-0.00906496	1.50283	0.814
177568763700	-1.65876	1.1466	1.1466	-0.591927	-0.543521	-0.389488	1.80103	-0.142	-0.537182	0.0	0.507
414172000800	-3.83426	0.0018	0.0018	-1.36871	-1.48826	-0.352276	1.32305	-0.75	-0.757519	0.0	0.215
078494162600	-2.61516	0.6375	0.6375	-0.578963	-0.600694	-0.196037	2.24347	0.797	0.179132	0.0	0.699
509493406900	-0.944263	0.7289	0.7289	-0.626025	-0.602977	0.276207	1.94039	-0.036	0.0693173	0.751416	0.722
482409061700	-3.33886	0.9409	0.9409	-0.116619	-0.0725871	-0.779201	2.39583	0.681	0.147633	0.0	0.599
461732390800	-1.91106	1.163	1.163	-0.137032	-0.0822962	-0.164263	2.55461	0.957	0.89264	0.751416	1.183
448545272900	-2.44306	0.1961	0.1961	-1.1764	-1.16943	-1.29405	1.73204	-0.302	-0.635126	0.751416	0.292
443092735300	-2.88866	1.0426	1.0426	-0.157866	-0.174684	-0.0498908	2.39334	0.645	-0.399404	0.751416	0.192
496926415000	-2.88876	0.5901	0.5901	-0.473051	-0.443327	-0.880574	2.09774	-0.182	0.179132	0.751416	0.699
501670991800	-4.10456	-0.2069	-0.2069	-1.28961	-1.31477	-0.326446	1.79369	-0.082	0.606484	0.751416	0.991
427395694600	-1.82866	0.277	0.277	-0.758096	-0.693527	0.172357	2.12084	0.33	-0.0314326	1.50283	0.507
425441350200	-5.90926	0.1988	0.1988	-1.00816	-1.08133	-0.972156	1.53421	-0.37	-0.0783162	0.751416	0.507
505166915900	-2.98946	0.3646	0.3646	-1.01868	-1.0518	-1.00658	1.85257	-0.027	-0.314039	0.751416	0.507
480211737500	-3.22516	0.0775	0.0775	-0.790038	-0.805164	-0.397331	2.09538	0.176	0.669497	0.0	1.183
518848505800	-2.57596	0.3531	0.3531	-0.366114	-0.36134	-0.283145	2.04921	0.161	0.191711	0.0	0.507
520207374100	-3.37386	0.3681	0.3681	-0.954028	-0.937278	-0.439138	2.10308	-0.169	0.414854	1.50283	0.699
532393145200	-4.22116	0.3729	0.3729	-0.293177	-0.208838	-0.895861	2.13471	0.354	-0.0629313	0.751416	0.407
544805340800	-4.33176	0.5473	0.5473	-0.715152	-0.713626	-0.736992	2.22952	0.565	0.30504	0.0	0.699
561552090400	-1.59086	0.556	0.556	-0.879489	-0.939019	-0.713199	1.87246	0.271	-0.39589	0.0	0.722
476740489700	-3.32966	0.7462	0.7462	-0.809883	-0.902795	-0.554888	1.76146	0.058	0.0539324	0.751416	1.014
573009416000	-3.92066	0.3786	0.3786	-1.04313	-1.04495	-0.919362	1.57748	0.024	0.22519	0.751416	0.407
586504104000	-5.01066	0.5282	0.5282	-0.510962	-0.536121	-0.866411	2.01226	0.323	-0.153826	0.0	0.914
420174488700	-3.99826	-0.5835	-0.5835	-1.50994	-1.56185	-0.56814	1.19337	-0.706	-0.367905	0.0	0.292
834729502800	-2.03215	0.8039	0.8039	-0.521637	-0.498337	-0.404309	2.09023	0.324	0.30504	0.0	0.914
885209011400	-1.92025	0.5811	0.5811	-0.473902	-0.397223	0.452097	2.34378	0.33	0.241385	0.751416	1.014
731664997000	-2.48705	0.6964	0.6964	-0.534306	-0.467678	-0.214669	2.19783	0.249	0.289655	0.0	1.206
742351144300	-0.326254	0.9773	0.9773	-0.416389	-0.369042	-0.127698	2.51816	0.484	0.289655	0.751416	1.398
