FID	IID	score.auto	score.grid.1	score.grid.2	score.grid.3	score.grid.7	score.grid.8	score.grid.9	score.grid.10	score.grid.11	score.grid.12	score.grid.13	score.grid.14	score.grid.15	score.grid.16	score.grid.17	score.grid.23	score.grid.24	score.grid.25	score.grid.26	score.grid.27	score.grid.28	score.grid.29	score.grid.30	score.grid.31	score.grid.39	score.grid.40	score.grid.41	score.grid.42	score.grid.43	score.grid.44	score.grid.45	score.grid.47	score.grid.53	score.grid.54	score.grid.55	score.grid.56	score.grid.57	score.grid.58	score.grid.59	score.grid.60	score.grid.61	score.grid.62	score.grid.68	score.grid.69	score.grid.70	score.grid.71	score.grid.72	score.grid.73	score.grid.74	score.grid.75	score.grid.76	score.grid.78	score.grid.84	score.grid.85	score.grid.86	score.grid.87	score.grid.88	score.grid.89	score.grid.90	score.auto.shaPRS	score.grid.1.shaPRS	score.grid.2.shaPRS	score.grid.9.shaPRS	score.grid.10.shaPRS	score.grid.11.shaPRS	score.grid.12.shaPRS	score.grid.13.shaPRS	score.grid.14.shaPRS	score.grid.15.shaPRS	score.grid.17.shaPRS	score.grid.24.shaPRS	score.grid.25.shaPRS	score.grid.26.shaPRS	score.grid.27.shaPRS	score.grid.28.shaPRS	score.grid.29.shaPRS	score.grid.30.shaPRS	score.grid.31.shaPRS	score.grid.32.shaPRS	score.grid.33.shaPRS	score.grid.40.shaPRS	score.grid.41.shaPRS	score.grid.42.shaPRS	score.grid.43.shaPRS	score.grid.44.shaPRS	score.grid.45.shaPRS	score.grid.46.shaPRS	score.grid.47.shaPRS	score.grid.54.shaPRS	score.grid.55.shaPRS	score.grid.56.shaPRS	score.grid.57.shaPRS	score.grid.58.shaPRS	score.grid.59.shaPRS	score.grid.60.shaPRS	score.grid.61.shaPRS	score.grid.62.shaPRS	score.grid.69.shaPRS	score.grid.70.shaPRS	score.grid.71.shaPRS	score.grid.72.shaPRS	score.grid.73.shaPRS	score.grid.74.shaPRS	score.grid.75.shaPRS	score.grid.76.shaPRS	score.grid.77.shaPRS	score.grid.78.shaPRS	score.grid.85.shaPRS	score.grid.86.shaPRS	score.grid.87.shaPRS	score.grid.88.shaPRS	score.grid.89.shaPRS	score.grid.90.shaPRS	prscs.phi1e+00	prscs.shaPRS.phi1e+00	prscsx.META.phi1e+00	prscsx.EAS.phi1e+00	prscsx.EUR.phi1e+00	prscs.phi1e-02	prscs.shaPRS.phi1e-02	prscsx.META.phi1e-02	prscsx.EAS.phi1e-02	prscsx.EUR.phi1e-02	prscs.phi1e-04	prscs.shaPRS.phi1e-04	prscsx.META.phi1e-04	prscsx.EAS.phi1e-04	prscsx.EUR.phi1e-04	prscs.phi1e-06	prscs.shaPRS.phi1e-06	prscsx.META.phi1e-06	prscsx.EAS.phi1e-06	prscsx.EUR.phi1e-06	prscs.phiauto	prscs.shaPRS.phiauto	prscsx.META.phiauto	prscsx.EAS.phiauto	prscsx.EUR.phiauto	SBayesRC	PRSice2.0.1	PRSice2.0.4	PRSice2.0.7	PRSice2.0.9	PGS000055	PGS000074	PGS000146	PGS000147	PGS000148	PGS000149	PGS000150	PGS000151	PGS000154	PGS000367	PGS000368	PGS000369	PGS000370	PGS000371	PGS000372	PGS000373	PGS000374	PGS000375	PGS000720	PGS000734	PGS000765	PGS000785	PGS000801	PGS000802	PGS001776	PGS001802	PGS002013	PGS002252	PGS002265	PGS002742	PGS002743	PGS002744	PGS002758	PGS003386	PGS003395	PGS003431	PGS003432	PGS003433	PGS003434	PGS003435	PGS003436	PGS003439	PGS003739	PGS003760	PGS003850	PGS003851	PGS003852	PGS003979	PGS004240	PGS004243	PGS004300	PGS004302	PGS004303	PGS004445	PGS004515	PGS004580	PGS004586	PGS004689	PGS004880	PGS004904	PGS004912	PHENO
VN_01_00_0494	VN_01_00_0494	0.596456	0.985388	1.05659	1.08694	-0.00707054	-0.153419	-0.24396	-0.275863	-0.288849	-0.308474	0.962494	1.01891	0.601552	0.243481	-0.00715105	0.905562	0.316186	-0.0275056	-0.255821	-0.388897	-0.495208	-0.55186	-0.568453	1.08928	-0.186327	0.984581	0.933763	0.685402	0.343265	0.125954	-0.0640779	-0.22753	0.122669	-0.0921811	-0.218619	-0.289528	-0.31971	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	-0.353355	0.28728	0.843319	0.903968	-0.129031	1.19552	0.461376	0.277698	0.110154	-0.015824	-0.126316	-0.163192	-0.120113	-0.198338	-0.205646	1.00249	1.02699	0.418265	0.26254	0.111393	0.00573077	-0.0560516	0.148577	0.0316741	-0.0619038	-0.10053	-0.128465	1.06296	1.16156	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	1.2796	-1.21669	-0.295135	0.151658	-1.03199	0.159148	-0.546398	-0.135614	-0.0797887	-0.611879	-0.0451759	-0.118595	0.0128238	0.0389037	-0.0278269	0.0313965	0.101224	0.074004	0.0730222	0.0891238	0.0650985	-0.092913	-0.000216962	0.0414469	-0.00569638	0.033457	0.3389904305796	0.223091707	0.251007249	-7.24222562	0.0359278121	-0.229235	5.25175	2.30182	18.0	2.223	3.77794	25.0	15.0	20.3793	3.6132	3.6132	3.6582	3.8478	1.2504	1.44991	-0.0149404	-0.1143	-0.0437872	5.037	3.2374	3.2374	401.14	1.998	2.488	3.90114	-0.0157347	0.00107968	6.2944	4.4006	5.373	6.283	5.633	-0.922665	0.237305	0.334785	-0.303513	-0.527161	-0.531226	0.0786716	-1.48971	4.21718	4.4006	3.582	2.72055	0.721	0.234145	0.150557	-0.0908254	3.82173	3.59698	0.48494	-0.175506	-0.0995079	-0.329541	-0.0271337	-0.150349	-11.415	-0.749862	0.414656	6.487	-0.6918	0
VN_01_00_0497	VN_01_00_0497	0.19347	0.272217	0.125829	0.107365	-0.0434426	-0.111888	-0.129542	-0.13956	-0.141605	-0.153582	0.175321	0.124392	0.189516	0.0641401	-0.0514136	0.270719	0.11525	-0.105572	-0.172138	-0.224242	-0.287234	-0.314503	-0.321424	0.141129	-0.129352	0.184613	0.131883	0.224099	0.0811795	-0.0355637	-0.12024	-0.186222	-0.021171	-0.143677	-0.22148	-0.253183	-0.251512	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	-0.264069	0.314825	-0.0935759	-0.00795794	0.0561189	0.236579	0.363499	0.272049	0.202076	0.142796	0.0812243	0.0646281	0.121942	0.0781849	0.070753	-0.0633977	0.0245366	0.270165	0.230733	0.171973	0.108912	0.0841402	0.21002	0.158112	0.111866	0.0957709	0.0911528	-0.060193	0.155195	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	0.326962	-1.90653	-0.431084	-0.178221	-1.81532	0.562415	-0.45435	-0.0109897	0.167745	-0.417472	0.3809	-0.0906671	0.0782892	0.0767015	0.0160373	0.121937	-0.0198189	0.0339189	0.0228443	-0.00204847	0.0488833	-0.102719	0.0282572	0.0426691	-0.0116357	0.066151	-0.1467013898292	-2.54102297	-5.34526346	-12.0003053	-5.83806973	-0.139266	6.74466	2.42326	21.0	2.422	3.63219	31.0	11.0	25.3204	4.2318	4.2318	4.4786	4.6694	1.81435	2.12414	-0.0341463	-0.3644	-0.00136202	5.102	4.0592	4.0592	526.61	2.083	2.609	3.99471	0.239545	0.0102581	6.6709	5.2752	5.81	7.103	6.221	-0.8179	0.96333	0.309924	0.538196	-0.126173	-0.0231596	0.93109	5.36847	4.60051	5.2752	4.407	2.41065	0.271	0.216588	-0.0801401	0.0339301	4.51192	3.80312	0.10118	-0.0584529	-0.0128967	-0.34546	-0.0295256	0.149255	-10.696	-0.407381	0.397117	7.216	-0.6513	0
VN_01_00_0498	VN_01_00_0498	-0.372055	-0.0313213	-0.130912	-0.376017	-0.225442	-0.210983	-0.224263	-0.224056	-0.231759	-0.229663	-0.0226351	-0.156751	-0.297045	-0.330076	-0.30607	0.0261269	-0.328393	-0.389823	-0.357108	-0.37273	-0.387582	-0.410859	-0.420609	-0.153947	-0.180998	-0.0203319	-0.115222	-0.314061	-0.26453	-0.234044	-0.22277	-0.240601	-0.317404	-0.296723	-0.314419	-0.315263	-0.30465	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.332866	-0.121509	-0.152013	-0.243189	-0.107218	0.0419634	-0.108078	-0.100785	-0.106585	-0.102228	-0.135359	-0.120151	-0.127761	-0.173228	-0.152236	-0.174074	-0.151545	-0.109291	-0.0709229	-0.0573971	-0.0685996	-0.0778239	-0.0866387	-0.0853827	-0.0914075	-0.104174	-0.103501	-0.111897	-0.0267347	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	0.0310502	-1.32974	-0.0854155	0.0674503	-1.15761	0.772135	-0.579864	-0.0459788	0.00560524	-0.647317	0.216332	-0.256552	-0.0159487	-0.0219938	-0.118555	0.0423356	-0.053379	-0.000282468	-0.0130886	-0.0443926	0.00612398	-0.255518	-0.0521122	-0.0283622	-0.131349	0.0119097	-0.8312012173992	-6.41852319	-10.1437989	-21.1242108	-19.7979835	-0.874763	5.52475	1.88015	15.0	2.173	2.88486	22.0	12.0	20.3488	3.7834	3.7834	3.8284	4.1555	1.29919	1.45793	0.0482613	-0.0863	-0.0383827	4.768	3.5055	3.5055	434.92	1.598	2.343	3.84425	-0.236811	-0.00543636	6.3957	4.6696	4.93	6.004	5.36	-0.94587	0.714013	0.194908	-0.0328749	-0.680892	-0.543273	0.339264	6.06171	4.28363	4.6696	3.912	4.0926	0.253	0.00768699	-0.299	-0.143452	3.91696	3.44213	0.0766816	-0.096172	0.0402445	-0.322823	-0.0308697	-0.100316	-11.404	-0.796755	0.09569	6.822	-1.3861	0
VN_01_00_0604	VN_01_00_0604	0.44483	0.0592236	0.0888281	0.101846	0.00272792	-0.0806405	-0.118128	-0.131249	-0.159139	-0.161677	0.0786472	0.0537997	0.479472	0.220991	0.00623267	0.00666931	0.307429	0.0437735	-0.115746	-0.187222	-0.243024	-0.303855	-0.315153	-0.00751688	-0.0126276	0.0719676	0.104467	0.553358	0.311271	0.16717	0.0855986	-0.00145359	0.259311	0.125348	0.0217769	0.0100941	-0.00911196	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	-0.0294583	0.417325	0.0107984	0.0822774	0.0555839	0.442657	0.435429	0.297825	0.191355	0.144867	0.0978992	0.0896047	0.15844	0.105971	0.109278	0.0537525	0.164843	0.322881	0.244171	0.207785	0.176495	0.149434	0.279804	0.243528	0.200857	0.181493	0.169106	-0.00787545	0.308883	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	0.411433	-0.865999	-0.0649055	-0.291285	-0.874566	0.332115	-0.38662	0.0467854	0.00267672	-0.402386	0.226761	-0.0764956	0.0702906	0.0216532	-0.017634	0.0662709	0.0270589	0.0159811	0.0141161	0.00538963	0.0166568	-0.060639	0.0514299	0.014031	-0.0228472	0.0390947	-0.05672511664152	-6.55071376	-6.64151939	-14.0801643	-3.11205697	-0.0630128	5.99694	2.30036	16.0	2.611	3.37886	28.0	7.0	20.2611	3.9307	3.9307	4.0271	4.2167	1.63676	2.07668	-0.0273693	-0.3964	-0.0632321	4.928	3.4241	3.4241	470.32	1.941	2.204	3.91887	-0.194601	0.00117981	6.4422	4.6312	5.789	6.689	5.949	-0.962729	0.757163	0.288144	0.35906	-0.418707	-0.309485	0.488036	2.88764	4.48979	4.6312	3.872	2.19587	0.975	0.191246	0.0791672	0.103597	3.8993	3.62779	0.290896	-0.17593	0.0225277	-0.0378078	-0.00767931	-0.00724751	-12.736	-0.463987	0.261987	6.471	-0.3887	0
VN_01_00_0605	VN_01_00_0605	0.73893	0.242794	0.214216	0.258365	0.323549	0.217212	0.15904	0.117412	0.100125	0.0973275	0.246283	0.198887	0.795432	0.582173	0.413578	0.296869	0.789779	0.518041	0.403955	0.317917	0.218911	0.153306	0.147639	0.228126	0.0832001	0.248675	0.191199	0.816044	0.551344	0.411782	0.272849	0.142569	0.533217	0.381793	0.266666	0.211022	0.180567	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.141576	0.608201	0.291027	0.315506	0.060499	0.647777	0.650506	0.457279	0.323166	0.225043	0.132022	0.105765	0.208719	0.162125	0.130185	0.382888	0.45336	0.445616	0.34098	0.242633	0.160043	0.106736	0.330518	0.229191	0.163687	0.133875	0.110571	0.339755	0.529455	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.726967	0.160888	0.590437	0.464576	0.264525	0.955209	0.325832	0.267375	0.1749	0.343529	0.280663	0.0803502	0.0650305	0.0575031	0.197928	0.0530381	0.0526723	0.0506048	0.0369671	0.0550089	0.0316338	0.0904762	0.0865098	0.0469831	0.149463	0.0301962	0.1343610524136	1.48796719	-0.342003776	-5.0117321	3.12935897	-0.16033	5.68136	2.77099	18.0	2.156	3.42677	32.0	10.0	23.4695	4.2172	4.2172	4.3162	4.4571	1.67898	2.2309	0.0454802	-0.0428	0.000130614	5.071	3.7261	3.7261	488.64	2.121	2.523	4.22559	0.0446147	0.00164151	6.7528	4.8434	5.349	5.682	5.411	-0.980227	0.652465	0.332329	-0.219989	-0.600355	-0.472547	0.366462	0.244179	4.25633	4.8434	4.083	2.2388	-0.207	0.076419	-0.0378003	-0.0972693	4.13354	3.75763	0.321376	0.198654	0.226571	-0.00762726	-0.00243901	-0.157302	-12.073	-0.649966	0.019379	6.616	-0.6356	0
VN_01_00_0608	VN_01_00_0608	0.500678	-0.123237	-0.105294	-0.10972	0.160895	0.123092	0.103685	0.101263	0.0979676	0.0879795	-0.10601	-0.121556	0.569769	0.393771	0.269847	-0.111201	0.590216	0.386543	0.294892	0.224155	0.222056	0.191193	0.169172	-0.215221	0.160118	-0.113379	-0.190528	0.574966	0.414485	0.312598	0.261603	0.226767	0.460997	0.366704	0.294851	0.298454	0.296566	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.290496	0.392703	-0.190666	-0.19373	0.0763303	0.0571496	0.360555	0.237651	0.150083	0.1362	0.111111	0.138322	0.180851	0.150361	0.165977	-0.158102	-0.2415	0.20921	0.151714	0.118495	0.109678	0.11808	0.185607	0.174236	0.155932	0.162688	0.162243	-0.200765	0.0351736	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.135489	-0.562624	0.23726	0.474087	-0.636353	0.853326	-0.000255705	0.231311	0.206792	-0.00553461	0.302078	-0.00149385	0.0549023	0.0254618	0.0974722	0.0250223	0.0032708	-0.000421822	-0.0139537	-0.0130725	-0.0111929	0.0512169	0.0503672	0.0126496	0.0757964	0.00673313	-0.07733333810016	-0.790948246	-2.28758211	-5.77803979	6.99649693	-0.899449	5.43407	1.33892	14.0	1.695	2.73971	19.0	6.0	17.2654	3.8043	3.8043	3.9007	4.2353	1.43637	1.5497	-0.0329658	-0.5493	-0.0690138	4.355	3.5761	3.5761	429.2	1.245	1.988	3.54585	-0.513678	-0.00926466	6.527	4.7969	5.202	6.45	5.716	-1.07579	0.953097	0.248478	0.294496	-0.672813	-0.606399	0.352376	3.4971	4.59013	4.7969	4.002	1.97889	0.343	-0.00604779	0.243841	-0.190128	3.885	3.2929	-0.0826013	-0.171006	-0.233968	-0.216457	-0.0188542	-0.0817108	-9.141	-0.660555	0.205355	7.0	-0.864	0
VN_01_00_0654	VN_01_00_0654	1.16604	0.578871	0.591479	0.606526	0.512407	0.383981	0.328067	0.295485	0.288071	0.274542	0.562046	0.585445	1.21485	0.978171	0.745207	0.474805	1.25813	0.982045	0.755913	0.621007	0.547724	0.509929	0.483423	0.532441	0.266651	0.579152	0.532669	1.19193	0.978348	0.709493	0.524371	0.390482	0.957535	0.735889	0.586792	0.523665	0.50666	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	0.479425	1.11116	0.344854	0.200103	0.392483	0.56007	1.0686	0.88591	0.754425	0.644936	0.566814	0.551804	0.781744	0.731364	0.735542	0.385188	0.147344	0.754388	0.608639	0.47217	0.389272	0.354041	0.657421	0.549284	0.492677	0.463176	0.448489	0.362127	0.592864	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	0.520747	-0.0693894	1.01394	1.43634	0.11897	1.85712	0.555224	0.597938	0.666697	0.469488	0.808721	0.197125	0.20363	0.15814	0.276709	0.159051	0.0900569	0.0863762	0.0599559	0.103623	0.0611357	0.278986	0.233146	0.135851	0.27546	0.1256	0.846989430552	5.08686142	7.62548371	8.18027185	30.7364354	0.0177735	6.86774	2.26843	21.0	2.754	3.76905	32.0	4.0	21.5442	4.1273	4.1273	4.2263	4.6514	1.48139	1.75347	-0.0206888	-0.0034	-0.0468028	5.448	4.0881	4.0881	517.28	1.886	1.4089999999999998	5.35811	-0.14588	0.000109083	7.0997	5.2994	6.168	6.949	6.312	-0.611156	0.693465	0.26276	0.536304	0.213534	0.231879	0.605504	3.94931	4.74509	5.2994	4.459	2.76823	0.819	0.38022	0.605791	0.198332	4.56921	3.88828	0.137698	0.116188	0.0857856	-0.158706	-0.0123056	0.329995	-11.947	-0.732021	0.458216	7.257	-0.6111	0
VN_01_00_0655	VN_01_00_0655	0.322561	0.504705	0.513285	0.432526	0.0583888	-0.0417769	-0.104113	-0.132395	-0.14249	-0.152044	0.500177	0.463535	0.274046	0.152811	0.0559653	0.569469	0.221422	0.0274951	-0.0781515	-0.169191	-0.230441	-0.29935	-0.30809	0.559521	-0.0461284	0.516409	0.498836	0.41488	0.27367	0.188046	0.0792477	-0.0393493	0.203732	0.0819142	-0.0028342	-0.0651901	-0.082073	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	-0.101013	0.446201	0.497906	0.551561	0.00213739	0.816605	0.564994	0.365744	0.209144	0.117593	0.02938	0.016393	0.0652443	0.0352782	0.00322843	0.499576	0.740956	0.439803	0.293914	0.190899	0.1236	0.0815353	0.262657	0.176676	0.118609	0.091548	0.0785559	0.611655	0.685996	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	0.953644	-2.1529	-0.472046	-0.104663	-2.06969	0.400345	-0.654879	-0.116268	0.051404	-0.615153	0.184989	-0.0242551	0.0500467	0.0305094	-0.016485	0.0470613	0.01691	0.0637601	0.0288888	0.0426274	0.0194834	-0.121117	0.055564	0.0669904	0.0267917	0.047608	-0.079369230609	-0.529156794	-1.13291769	-5.34545056	1.84402435	-0.385666	6.66998	2.29031	21.0	2.675	3.53975	29.0	9.0	21.4533	4.1705	4.1705	4.3716	4.6632	1.28739	1.60489	0.00328769	-0.0402	-0.0731716	4.961	3.8202	3.8202	491.16	2.068	2.492	4.87068	-0.0719599	0.000750564	6.6315	4.8383	5.243	6.493	5.737	-0.870887	0.815036	0.236048	0.322034	-0.239321	-0.141349	0.414835	3.90621	4.13153	4.8383	4.25	2.11006	0.364	-0.113078	0.123614	-0.17036	4.53143	4.11483	0.374738	-0.261713	-0.107553	-0.298922	-0.0276835	0.0420979	-12.518	-0.6751	0.487127	7.166	-0.5007	0
VN_01_00_0658	VN_01_00_0658	0.544624	0.21014	0.296771	0.337188	0.199151	0.117544	0.0809167	0.0682183	0.0649591	0.0492745	0.225189	0.269869	0.575821	0.424811	0.296425	0.167983	0.523845	0.350591	0.255636	0.173453	0.097705	0.112853	0.0915731	0.141157	0.0639605	0.222114	0.311915	0.547915	0.409515	0.267236	0.185181	0.0938539	0.367006	0.259837	0.170171	0.139855	0.123955	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.104388	0.478616	-0.0518998	-0.196966	0.180523	0.147098	0.428647	0.355304	0.336441	0.283811	0.24661	0.253869	0.369746	0.33676	0.326406	-0.0516409	-0.231546	0.259285	0.24611	0.230255	0.189132	0.173362	0.28646	0.27091	0.237002	0.219903	0.219816	-0.076098	0.164942	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.0517121	-0.450518	0.446529	0.705334	-0.408138	0.863881	0.113388	0.299017	0.318329	0.00173482	0.345049	0.0266594	0.10867	0.0732098	0.105939	0.0545602	0.0524883	0.0239808	0.0202074	0.0267712	0.0190232	0.0626698	0.0923695	0.0546226	0.121975	0.0239799	-0.02901178154232	-4.93784084	-6.23310436	-10.7043898	-0.951167796	-0.974702	6.12426	1.51793	15.0	1.841	2.63826	22.0	12.0	18.4801	3.8085	3.8085	4.061	4.3045	1.07667	1.3927	0.061434	-0.334	-0.062842	4.77	3.6994	3.6994	481.82	1.407	1.592	3.1925	-0.318654	-0.00459314	6.5989	4.8285	4.936	5.874	5.269	-1.13011	0.813853	0.190463	-0.159883	-0.802997	-0.788365	0.327412	0.591752	3.39849	4.8285	4.205	2.36752	0.087	-0.123049	-0.099976	-0.293855	4.21534	3.55606	0.306197	-0.257757	-0.0040644	0.0248457	6.48137e-05	-0.202748	-14.747	-0.710825	-0.134508	6.584	-0.9968	0
VN_01_00_0659	VN_01_00_0659	1.27672	0.870822	0.945719	0.927783	0.550785	0.354687	0.25232	0.194467	0.19085	0.174007	0.872981	0.897689	1.32724	1.03005	0.740269	0.747412	1.30028	0.997049	0.692172	0.535228	0.401674	0.336517	0.318535	0.804796	0.167724	0.867481	0.963525	1.30586	1.00736	0.758944	0.505994	0.271074	0.994638	0.694625	0.490032	0.396618	0.354164	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	0.321922	1.07128	0.596929	0.42136	0.299414	0.700653	1.08253	0.891988	0.746538	0.587108	0.468835	0.410552	0.668765	0.589267	0.567798	0.52578	0.415605	0.823685	0.678793	0.535277	0.392813	0.317024	0.682252	0.555332	0.451817	0.396277	0.369775	0.415309	0.6886	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.620754	0.0164825	0.672991	0.827463	0.0368651	1.08982	0.529612	0.518622	0.435676	0.313436	0.494095	0.211628	0.22962	0.157382	0.305782	0.140218	0.109379	0.083691	0.0628239	0.103563	0.0593035	0.202008	0.193121	0.118176	0.226996	0.109809	0.8265486319908	6.39049063	6.98501723	6.99143241	25.8923942	0.273003	6.64821	2.32347	17.0	2.913	3.70242	27.0	11.0	24.5221	4.6367	4.6367	4.7267	4.8722	1.7951	1.96786	0.121993	-0.0268	-0.00565253	5.493	4.3216	4.3216	559.14	2.227	2.33	3.555	0.115077	0.00751754	7.0179	5.4442	5.54	6.342	5.8	-0.819066	1.09986	0.32334	0.112628	-0.3991	-0.39791	0.739979	-1.48053	4.28198	5.4442	4.634	2.10283	0.641	0.28696	0.0282509	-0.0549139	4.78742	4.28203	0.4536	-0.0755901	0.137236	-0.228271	-0.0242249	0.0538369	-12.555	-0.590463	0.319837	6.832	-0.3958	0
