IID	PGS004784	PGS002764	PGS004783	PGS002334	PGS002700	PGS002455	PGS002504	PGS000936	PGS002651	PGS002406	PGS002553	PGS002602
104640564300	0.707901	-0.189164	0.28615	0.0374444	0.153933	-41.7536	-160.371	1.42103	0.195292	-7.32147	0.847696	0.835877
101509675700	0.0489911	-0.355768	-0.180038	-0.0593868	0.0338034	-44.6729	-173.445	0.759514	0.0733367	-9.19819	0.110341	0.071731
091902597200	0.313674	-0.195557	-0.116632	-0.0427815	0.0456344	-45.279	-167.807	1.29352	0.175775	-8.67324	0.517467	0.430905
062494876300	0.250671	-0.553297	-0.28175	-0.0318224	0.0684174	-46.0654	-172.12	0.907042	0.110097	-9.3643	0.391043	0.459071
049795434700	0.240624	-0.105792	-0.043535	-0.05025	0.0398414	-46.1795	-174.88	1.06953	0.0801273	-9.45857	0.199616	0.241805
015588036000	0.0560396	-0.0654437	-0.0192471	-0.0483865	0.0244614	-46.1256	-171.576	0.669058	0.164465	-9.11851	0.419456	0.432749
290312388700	0.0736632	-0.0968093	-0.0196895	-0.0307168	0.0199504	-45.1952	-172.142	0.57741	0.0612993	-9.38521	0.503325	0.440309
290344558600	0.28484	-0.588685	-0.183672	-0.0573495	0.0200974	-46.17	-177.425	0.722135	0.115883	-9.53535	0.163308	0.0665867
271145553200	0.255701	-0.123686	-0.139135	-0.0462505	0.0615244	-45.9657	-175.332	1.22705	0.188265	-9.03954	0.282031	0.289786
447994370000	0.504525	-0.403963	0.0968594	0.00472463	0.0742934	-42.447	-152.759	1.39241	0.180201	-8.69703	1.00519	1.03518
523226398600	0.112347	-0.473292	-0.226323	-0.0661477	-0.0229506	-47.7245	-182.594	0.726097	0.0485687	-9.55539	-0.0430944	0.0584181
479610126100	0.135163	-0.027705	-0.0389502	-0.0446318	0.00379845	-44.2615	-166.882	0.921756	0.156007	-8.19277	0.89032	0.811638
459971682200	0.398136	-0.374294	0.186995	0.00520349	0.104624	-44.9956	-171.038	1.37593	0.245638	-8.40212	0.610961	0.537878
452520085900	0.404821	-0.318931	-0.0870795	-0.0428466	0.0478864	-47.3598	-172.166	0.876459	0.100964	-9.16456	0.322481	0.308037
315834043400	0.466011	-0.150886	0.169196	0.000869191	0.0490134	-43.5245	-168.365	1.0372	0.246706	-8.59811	0.543182	0.592321
436205474600	0.381752	-0.410357	-0.0970959	-0.0311496	0.0522554	-47.7596	-178.5	0.920357	0.172518	-9.97062	0.418245	0.536517
427809661200	0.093726	-0.359795	-0.201234	-0.0444934	0.0512624	-45.3878	-165.243	0.674771	0.0733745	-8.5807	0.438122	0.405927
425440667700	0.183754	-0.597806	-0.266859	-0.0336738	0.0223744	-42.1107	-172.431	0.830818	0.0564627	-6.96651	0.726844	0.66677
543244133100	0.0104749	-0.312364	-0.197652	-0.0674886	-0.0298416	-45.9989	-174.296	0.950963	-0.022569	-9.29296	0.543132	0.540373
417061911500	0.121642	-0.207762	-0.0114513	-0.00626163	0.0715724	-46.6513	-174.687	0.983923	0.131333	-8.73552	0.518805	0.447158
375381500800	-0.164096	-0.479141	-0.259668	-0.0276176	0.0687654	-44.5889	-166.62	0.913187	0.212296	-7.20533	0.586937	0.557588
364341086700	0.625083	0.0354522	0.100913	-0.0245224	0.0435014	-44.6719	-172.731	0.875155	0.161821	-7.32042	0.337919	0.407772
351645889700	0.331977	-0.376518	0.00313932	0.00950057	0.0859834	-44.4724	-175.847	1.1157	0.155673	-9.29651	0.123881	0.181881
348425038700	0.372117	0.108969	0.236402	-0.0254479	0.0516234	-43.8624	-174.148	0.892213	0.153804	-6.96768	0.271966	0.247343
344747801100	0.474428	-0.238377	0.104673	-0.032716	0.0668414	-43.6942	-172.477	1.06218	0.240893	-9.21593	0.173498	0.154814
332294394300	0.187005	-0.290418	-0.104135	-0.0447194	0.0309954	-44.4969	-156.121	0.89157	0.094431	-8.82837	0.350527	0.264639
398233409200	0.527478	-0.210133	0.108131	-0.00453423	0.0746364	-43.3774	-168.825	1.05047	0.116165	-8.49979	-0.113664	-0.0564144
890573362200	0.420504	-0.36862	-0.00837207	-0.019852	0.0720233	-45.9909	-173.805	1.23791	0.197865	-9.28854	0.608283	0.697573
527245467500	0.567753	0.378062	0.369034	0.00376206	0.127022	-43.7302	-160.541	1.2594	0.151436	-8.7824	0.80452	0.689587
526402715800	0.744607	0.418814	0.307403	0.0072497	0.0874703	-44.676	-169.816	1.33727	0.0861548	-6.94413	0.465931	0.504233
516093346000	-0.222018	-0.657828	-0.606445	-0.106581	-0.0446737	-41.6669	-169.369	0.533609	0.0506039	-7.6248	0.450396	0.349216
498171523300	-0.0102062	-0.0541475	-0.235126	-0.0526701	0.0376203	-45.2978	-177.343	0.806306	0.0591218	-7.86019	0.456249	0.400111
482363428800	0.118857	-0.409464	-0.139666	-0.043517	0.0108263	-43.8775	-172.48	1.01952	0.0737941	-8.36838	-0.138832	-0.117772
467590417600	0.316522	-0.0895837	0.0594508	-0.0106526	0.0811893	-43.5968	-168.296	1.02568	0.1532	-7.33548	0.700843	0.718354
460637850700	0.22392	-0.0473694	0.0651863	-0.0180765	0.0845333	-44.5568	-168.834	1.02828	0.218048	-8.88958	0.709927	0.653735
406481450300	0.396065	0.151214	0.00726825	-0.0462361	0.0387903	-43.7608	-168.478	0.857889	0.080746	-8.82257	0.0488663	0.188211
368829695100	0.308738	0.307265	0.187117	0.00410511	0.0437813	-45.5673	-167.519	0.69173	0.0614187	-9.36292	0.486465	0.550858
333186207900	0.41434	-0.0831444	0.0195401	-0.0237278	0.0788763	-45.0134	-161.462	0.740346	0.218362	-8.68218	0.701011	0.46248
312753231900	0.542567	-0.135067	0.17648	0.0019928	0.0997403	-45.5199	-163.831	1.36719	0.172142	-8.52986	0.797536	0.757979
297804231500	0.322343	-0.271484	-0.0496217	-0.0260401	0.0412553	-47.6313	-181.246	1.05151	0.16302	-9.78676	-0.296764	-0.117305
278706868800	0.164711	-0.4706	-0.0441015	-0.0368994	0.0830173	-47.6494	-176.265	1.21163	0.220567	-9.61308	0.334319	0.210593
256011894900	0.476936	0.0988775	0.24066	0.00462544	0.0654433	-43.4209	-174.759	1.64498	0.236297	-8.72034	0.122306	0.0403721
231951799400	0.115945	-0.335247	-0.229954	-0.0638015	-0.00249269	-48.3856	-177.557	0.995449	0.0368144	-9.57745	0.328469	0.385279
541044460800	0.395225	-0.350102	0.0952327	-0.023394	0.0406943	-45.6436	-169.686	0.967803	0.203681	-8.16447	0.223687	0.235857
551635978300	-0.0670428	-0.481504	-0.235219	-0.0517751	0.00675431	-46.7518	-174.042	0.960695	0.0439292	-9.40803	-0.0613048	-0.0749328
650942008800	-0.0424144	-0.751127	-0.395063	-0.0776042	0.0131363	-40.8493	-156.925	0.726807	0.153435	-8.36306	0.403873	0.444036
596818227300	0.500653	-0.330873	0.205778	6.63137e-05	0.106216	-45.7426	-172.55	0.945474	0.308329	-9.17138	0.465236	0.559752
877601310000	0.289414	-0.24366	-0.14166	-0.0382639	0.0271963	-45.6196	-173.946	1.00324	0.111421	-7.97784	0.590651	0.577853
913445933900	0.307001	-0.579902	-0.0534271	0.00602984	0.0412363	-39.5204	-146.554	0.615715	0.0675693	-6.35672	0.62335	0.728483
868240806500	-0.1563	-0.660566	-0.495634	-0.0760692	0.0201683	-44.0966	-162.055	0.341398	0.0707792	-7.7191	0.0908532	0.0188069
867869645500	-0.12406	-0.778771	-0.392125	-0.0384487	-0.00335569	-44.1875	-169.735	0.474153	-0.00610963	-8.14516	-0.014292	0.0975208
863850818000	-0.127567	-0.421657	-0.31107	-0.0746851	-0.0171447	-45.4653	-174.187	0.32732	-0.0477549	-9.18408	-0.0912343	-0.0332871
859376320400	-0.26832	-0.400862	-0.25524	-0.0672778	0.0266113	-45.6331	-173.145	0.793254	0.0334009	-9.39187	0.111997	0.124578
855561523000	0.410697	-0.250797	0.00703981	-0.0304453	0.0348613	-44.7348	-171.901	0.786534	0.191537	-8.16381	0.0834568	0.0902099
853435767400	0.222014	-0.564231	-0.350691	-0.0607111	0.0313713	-46.0437	-156.937	0.839251	-0.0269297	-9.28118	-0.358016	-0.221446
920545872300	0.0816356	-0.527478	-0.355698	-0.10854	-0.0641767	-45.3113	-176.907	0.643781	0.082467	-9.5113	-0.109628	-0.0787861
792707255400	-0.534843	-0.472685	-0.607387	-0.130949	-0.0569017	-43.6233	-175.657	0.424323	-0.108922	-6.62339	0.411832	0.326829
148859983200	0.417476	-0.318322	-0.0813239	-0.0687672	0.0314933	-44.4575	-157.866	1.23413	0.0939751	-9.55931	0.00616361	0.137172
784111281700	-0.222248	-0.714153	-0.412679	-0.0919632	-0.0379877	-46.248	-170.184	0.842546	0.044939	-9.00336	0.513879	0.46463
756019926700	0.219124	-0.712744	-0.212295	-0.0468909	0.0133873	-46.7192	-168.673	0.890448	0.141861	-9.40246	-0.14405	-0.0306222
738520366500	0.653641	0.10357	0.286938	-0.0105671	0.0592313	-44.8376	-169.563	1.26601	0.247646	-8.4594	0.575766	0.49396
693486054900	0.205948	-0.0406276	0.130853	0.00688657	0.0784213	-44.0984	-168.385	0.79111	0.147703	-8.87203	0.388396	0.339959
901169754100	0.12049	-0.365107	-0.206674	-0.0571282	0.0402733	-43.7443	-171.923	0.840486	0.131742	-8.74239	0.378561	0.352296
602737205500	0.41391	-0.252922	-0.0466751	-0.0569919	0.00968131	-44.3319	-161.128	1.22104	0.10749	-8.39367	0.575292	0.619446
570000242000	0.0865922	-0.184956	-0.0412832	-0.00717965	0.0869483	-43.8921	-157.08	0.684834	0.127678	-9.26776	0.320566	0.219654
119793211400	-0.119483	-0.529078	-0.281264	-0.064604	0.00060631	-42.1147	-165.321	0.755947	0.0186801	-8.97516	0.334861	0.302577
411731004100	0.0385492	-0.389084	-0.167765	-0.0143384	0.0430163	-44.806	-164.245	0.970323	0.0990278	-9.41024	-0.359124	-0.312877
098468555600	0.442008	-0.0423891	0.0892867	-0.0268378	0.0686533	-45.0551	-179.284	1.36985	0.295253	-9.1743	0.735993	0.733645
013553762400	0.377652	-0.0595616	0.0992366	-0.0192749	0.0784913	-44.5741	-175.87	1.3382	0.223194	-8.53693	0.55403	0.469121
028860624500	0.361981	0.016931	0.0482481	-0.054973	0.0290563	-44.8127	-169.806	0.799698	0.0698807	-9.04594	0.734568	0.710173
037211381500	-0.0728758	-0.689464	-0.452761	-0.107537	-0.0513697	-45.9973	-167.27	0.937425	-0.0355698	-9.41087	0.36515	0.27927
118107806100	-0.0611173	-0.563822	-0.306834	-0.063952	-0.0505347	-43.6346	-169.545	0.862518	0.176283	-9.07984	0.423327	0.250672
065000162600	0.725873	0.287573	0.179334	-0.0083517	0.0986923	-42.2572	-162.976	1.30094	0.214736	-8.62403	0.681277	0.686119
083911547800	0.176536	-0.465879	-0.31936	-0.0809005	-0.00233469	-47.3804	-169.007	0.854537	-0.00469076	-10.1253	-0.166237	-0.134565
037718021800	0.292707	-0.444918	0.0274508	-0.0181951	0.0488603	-43.1137	-171.089	0.836154	0.190718	-8.3577	0.459869	0.476786
535268341000	0.222689	-0.370983	-0.293284	-0.0810216	0.00423827	-44.6538	-169.626	0.708401	0.0673162	-8.52356	0.238608	0.325314
528135629300	0.363049	-0.229043	-0.190403	-0.063396	0.0165043	-45.3846	-163.705	0.702496	0.112931	-8.9463	0.0863027	0.137785
576440809300	0.692733	-0.184187	0.170829	0.00627318	0.108909	-39.8698	-160.148	1.11712	0.109489	-9.99237	-0.25328	-0.00522323
523356521500	-0.450691	-0.816445	-0.595902	-0.0951687	-0.0589637	-46.8887	-173.252	0.628741	-0.145273	-8.4865	-0.0156337	-0.0449192
588712210100	0.151205	-0.00443318	0.076387	-0.00876266	0.0626433	-44.8692	-170.736	0.801422	0.136769	-6.74595	0.977139	0.981052
568189564000	-0.262377	-0.565442	-0.466243	-0.0966016	-0.0355647	-44.6069	-171.77	0.178969	0.0689791	-9.39992	0.0976021	0.183717
564652905200	0.188614	-0.639863	-0.262085	-0.0733799	0.000180269	-43.2221	-141.424	0.498587	0.147404	-8.93303	0.0403516	0.140348
821238176700	0.537204	-0.0916075	0.149454	-0.0136858	0.0622483	-45.5475	-171.949	1.39016	0.192054	-9.17829	0.327181	0.327879
616125987800	0.186919	0.156794	0.108436	-0.0287362	0.0208383	-43.3487	-173.412	0.979383	0.158573	-8.24083	0.401787	0.403415
504199785800	0.398523	-0.502753	0.0377309	0.0085028	0.115877	-43.2582	-171.165	0.898153	0.214007	-7.63206	0.642859	0.605565
500277925000	0.25638	-0.439729	-0.217316	-0.0645495	0.0444583	-46.2279	-176.179	0.924667	0.196054	-9.3738	0.026312	0.0406278
489308310000	0.00387766	-0.523513	-0.241259	-0.0279762	0.0220653	-42.5709	-160.77	0.836335	0.0401546	-8.01884	0.693761	0.642102
487162533100	0.720205	-0.0681671	0.31275	-0.0243879	0.0477733	-41.4178	-157.698	1.37255	0.240187	-6.18427	0.877299	0.899406
424345959800	0.625025	0.045905	0.420869	0.0381652	0.0818233	-45.1892	-165.114	1.56897	0.302238	-8.76641	0.404201	0.306252
411742505400	0.182483	-0.177687	0.0386035	-0.0435088	0.0206733	-43.399	-165.525	1.017	0.114667	-8.28962	0.324754	0.158584
373453342800	0.735136	-0.232632	0.249797	0.0120901	0.0934173	-47.0695	-175.38	0.98708	0.190455	-9.28896	0.670487	0.680717
510129336800	0.658105	-0.00894928	0.237026	0.00437725	0.0951723	-45.0085	-166.62	1.64859	0.411378	-7.94467	1.12757	1.15851
620715235700	-0.0093624	-0.437126	-0.37363	-0.0895876	-0.0149567	-44.4901	-176.42	0.616443	0.0744781	-9.00893	0.584185	0.720998
974898810300	0.240996	0.00149069	0.19177	-0.0217095	0.0318203	-43.4248	-167.579	0.973752	0.132222	-8.99698	0.270469	0.275444
636096064500	0.196744	-0.2717	-0.0371617	-0.0450647	0.0401723	-43.4146	-163.411	1.14323	0.0171091	-8.47011	0.20198	0.124132
826567894900	-0.101597	-0.828626	-0.457237	-0.0587653	-0.00792373	-44.3912	-173.807	0.892356	0.008723	-9.63083	0.0294779	0.0917373
888977409000	0.516199	-0.0907933	0.135264	0.0219247	0.113443	-45.7419	-175.187	0.891177	0.110828	-7.4849	1.01296	0.925267
783568030400	0.316616	-0.0524784	-0.114181	-0.0304185	0.0501443	-43.1457	-159.709	0.888785	0.185911	-9.39793	0.208555	0.227331
892104121000	-0.00884077	-0.447343	-0.06862	-0.00263145	0.0646393	-44.8512	-171.14	0.96671	0.0917559	-8.69403	0.442612	0.516828
361838733300	0.154403	-0.569119	-0.36315	-0.0943611	-0.0392617	-47.1022	-165.642	0.578635	-0.0153364	-9.79578	0.0393589	0.0164745
763430954900	0.730363	0.0223049	0.370032	0.033251	0.16145	-45.3818	-173.717	1.32388	0.294722	-8.90957	0.310278	0.244451
755844852900	-0.138442	-0.966358	-0.596371	-0.0755899	0.00538927	-46.3089	-171.117	0.523294	0.109221	-9.43494	0.31578	0.351142
746519772100	0.561408	-0.0886541	0.179488	0.00666097	0.11279	-43.2899	-159.334	1.15912	0.242422	-8.14044	0.599981	0.630917
730120148500	0.0682132	-0.288898	-0.0373758	-0.0359528	0.0382593	-44.911	-171.03	1.13894	0.076682	-9.61157	-0.143443	-0.0952273
938625426900	-0.0138339	-0.362035	-0.381456	-0.101117	-0.0339967	-47.2813	-177.659	0.27057	-0.139933	-10.0333	-0.288943	-0.194414
709208611400	0.276396	-0.303857	0.0765581	0.0100103	0.0887303	-45.1639	-172.269	1.13282	0.154351	-8.91262	0.580861	0.609541
939853818700	0.0146568	-0.34945	-0.20118	-0.0644639	0.00833727	-44.5013	-171.506	1.15415	0.0468868	-8.04221	0.0071641	-0.0151434
702193581400	0.587978	-0.179813	0.283605	-0.0157535	0.0549513	-42.6974	-159.536	1.2478	0.224428	-8.72301	0.521752	0.50624
701983046300	0.265506	-0.329127	-0.0173038	-0.0210265	0.0987513	-43.8667	-176.015	0.814508	0.158607	-8.22009	0.613409	0.551598
681288346500	0.569013	-0.320083	-0.114737	-0.0409872	0.0799073	-44.9537	-168.541	1.02408	0.117479	-8.95181	0.280727	0.340764
632865987500	0.348633	-0.408282	-0.149173	-0.0189935	0.0325003	-44.6408	-172.663	0.694786	0.0765581	-7.76516	0.232186	0.319659
347210863200	0.113929	-0.174578	-0.047307	-0.0337823	0.0771173	-45.4556	-168.989	1.19508	0.292619	-7.72351	0.663158	0.587817
711597776200	0.0491775	-0.525485	-0.21649	-0.0147954	0.0470653	-44.9599	-165.351	0.777976	0.0351998	-9.04596	0.25802	0.34001
336799182800	0.268977	-0.412223	-0.072874	-0.0220381	0.0633033	-41.8785	-155.596	1.44645	0.214342	-8.60236	0.571134	0.498566
343835117800	0.0942195	-0.112879	-0.0790319	-0.0544829	0.0338603	-43.4356	-165.355	0.588887	-0.0374006	-8.46686	-0.0879611	-0.183749
020954240900	0.72292	-0.185384	0.275558	0.000145396	0.0523023	-42.5913	-146.639	0.785925	0.183198	-9.06845	0.884884	0.923163
025740090400	0.341799	0.131129	0.0392502	-0.0469804	0.0270473	-41.7582	-162.414	0.629336	0.148039	-7.48028	0.422837	0.378649
035670087100	0.593955	-0.0261555	0.102309	-0.00295975	0.0647673	-43.9684	-166.924	1.17367	0.136163	-7.04544	0.942308	0.910685
052279010100	0.227786	-0.302751	-0.256089	-0.021762	0.0126263	-44.6413	-165.989	0.615166	0.128014	-8.64018	-0.105148	-0.105058
142347233900	0.440881	-0.0716392	0.161498	0.00158829	0.10334	-45.6206	-170.458	1.1875	0.263053	-9.29931	0.600561	0.595403
159351486500	-0.0445588	-0.627531	-0.478749	-0.0748963	-0.0240177	-45.5834	-173.003	0.729895	0.0303885	-8.94679	0.000177533	0.0527359
168464198200	0.372891	-0.118595	0.137986	-0.00915341	0.0670463	-44.259	-174.092	1.62921	0.196814	-9.70192	0.224637	0.113548
174322335900	0.362127	-0.0240414	0.15031	0.0147194	0.0795603	-42.6341	-175.707	1.12932	0.154342	-6.83565	0.55766	0.657569
010073013500	0.354472	-0.13493	0.162595	0.00267272	0.0869253	-45.3566	-167.641	1.25803	0.119798	-9.09885	0.404402	0.39861
197691346900	0.4005	-0.190427	0.206225	-0.022234	0.0791883	-43.8702	-172.495	1.12778	0.186285	-8.51703	1.00745	0.934438
206830317800	0.346495	-0.208608	0.112349	0.00957526	0.0558323	-39.4637	-155.845	0.944565	0.217452	-5.98157	1.00665	0.985682
227425623800	0.152923	-0.390075	-0.239821	-0.0415769	0.0329243	-42.6827	-158.358	0.35301	0.011444	-8.94275	-0.0354547	-0.063064
258958535700	0.0840231	-0.258689	-0.0782731	-0.0524517	0.0177083	-42.303	-169.205	0.884008	0.205876	-8.70442	0.552305	0.429139
300056587500	0.841086	0.386569	0.39711	0.0448745	0.103712	-45.1255	-173.323	1.48192	0.247857	-9.20526	0.467805	0.474445
277108797600	0.521772	-0.0323036	0.217274	0.013776	0.108191	-44.8552	-173.403	1.30125	0.205102	-8.41276	0.607476	0.59944
321429584000	0.496208	0.346264	0.0186243	-0.065963	0.0270943	-43.1834	-173.472	0.506711	0.0583037	-7.60494	1.07342	1.03351
413508549100	-0.0978642	-0.589996	-0.377158	-0.0775057	-0.0289598	-44.9657	-176.753	0.796375	0.00653276	-8.78933	0.563339	0.468242
040541040400	-0.149076	-0.600446	-0.302008	-0.04933	0.0395742	-45.5567	-167.704	0.383051	0.104532	-9.08479	0.318602	0.228757
055999321400	-0.13943	-0.232049	-0.259062	-0.0870764	0.00691625	-45.3306	-166.182	0.778207	0.145951	-8.5399	0.386876	0.265167
098977946100	0.345838	0.0363328	0.0814776	0.0185089	0.106397	-46.7397	-172.72	1.05789	0.0904614	-9.25155	0.355073	0.320155
183033848900	0.0749633	0.00984984	-0.10945	-0.0578143	0.0436902	-42.7964	-167.972	0.852048	0.0600086	-7.9914	0.294903	0.320318
213322055700	0.525953	-0.0542233	0.172369	0.0019289	0.0671552	-43.102	-171.621	0.95258	0.0885059	-8.75909	0.182872	0.0535209
227204755700	0.122257	-0.421148	-0.167001	-0.0476561	0.0197282	-44.825	-171.661	1.04138	0.132724	-7.52941	0.44175	0.421776
304861696300	0.175243	-0.014786	-0.000672071	-0.0303828	0.0464682	-45.9835	-173.798	0.9693	0.114732	-8.96986	0.0706365	0.214624
396409081500	0.00650027	-0.587092	-0.164439	-0.00908011	0.0514972	-45.057	-168.552	1.44337	0.139333	-8.78994	0.502656	0.437875
412281006900	0.140906	-0.138524	-0.165727	-0.0886091	-0.00428475	-43.8042	-161.506	0.275094	-0.0287224	-8.51208	0.0842793	0.0648195
443910976400	-0.205673	-0.390761	-0.399875	-0.124436	-0.0412558	-46.3088	-174.338	0.362627	-0.127298	-10.0994	-0.267982	-0.300229
454823796000	0.0393523	-0.193489	-0.108301	-0.0479258	0.0223582	-42.2267	-157.279	1.11617	0.0619728	-8.67903	-0.07135	-0.195293
490734544300	0.163567	-0.228552	-0.156509	-0.0689844	0.00580825	-44.745	-173.118	0.835139	0.0811238	-9.18392	0.300705	0.37171
557172579200	-0.0588657	-0.878947	-0.594733	-0.116333	-0.0394098	-46.7568	-176.054	0.371326	0.0321407	-8.97845	0.41447	0.306072
584021502500	0.212168	-0.549395	-0.199849	-0.0542026	0.0331992	-44.4769	-174.957	0.924266	0.159223	-7.99572	0.408157	0.386261
646630917300	0.637578	-0.228737	0.368738	0.0310908	0.0965332	-42.0162	-158.182	1.46819	0.325732	-7.38692	0.719005	0.69743
805046729600	0.659549	0.0419984	0.0928412	-0.0323292	0.0442602	-48.3404	-167.411	0.889358	0.163809	-9.9425	-0.107171	0.00784986
