IID	PGS004784	PGS002764	PGS004783	PGS002334	PGS002700	PGS002455	PGS002504	PGS000936	PGS002651	PGS002406	PGS002553	PGS002602
195409192200	-0.0630301	-0.0988932	-0.0687476	-0.0755686	0.00586735	-44.1115	-165.983	0.4352	0.148344	-8.74802	0.431797	0.437097
496499169700	0.238853	-0.149473	-0.0602511	-0.0356336	0.0523264	-43.2507	-167.681	0.786157	0.132047	-10.0996	-0.144367	-0.0906902
455803203800	-0.0065786	-0.429046	-0.482417	-0.0826135	-0.0130586	-45.0168	-166.977	0.872059	0.0819289	-8.70479	-0.0022608	0.0042557
112570612500	-0.0765275	-0.456165	-0.462211	-0.0895621	-0.0224906	-47.3642	-169.23	0.833918	-0.040648	-9.78083	-0.272506	-0.199963
097248792900	0.342504	0.295042	0.139178	0.00314829	0.0546024	-45.3358	-175.895	0.59918	0.138611	-8.62169	0.85271	0.973832
050281091800	0.191332	-0.457296	-0.238961	-0.0638146	0.0284166	-45.5301	-169.962	0.265934	0.0741896	-8.41138	0.0223703	0.105618
362861143600	0.309292	-0.0367561	-0.0914054	-0.0739812	0.00552462	-43.1476	-159.553	0.868402	0.14895	-8.7919	-0.176822	-0.130073
185611482900	0.166704	0.0288548	0.0657141	-0.0314825	0.0476846	-45.8106	-164.745	0.985443	0.105112	-8.03108	0.408555	0.346393
469074916900	-0.205601	-0.779404	-0.439167	-0.0566165	-0.0141994	-46.696	-175.775	-0.0333247	-0.0880911	-8.95358	0.255009	0.300159
465938092800	0.185528	-0.10904	-0.0198952	-0.0574639	0.0172936	-45.3	-171.636	1.07174	0.101291	-8.74282	0.284267	0.311476
219891026000	0.148603	-0.811634	-0.28216	-0.0586609	0.0349376	-44.669	-174.656	0.718544	0.135344	-7.62365	0.186834	0.238332
213226602000	-0.0307688	-0.71594	-0.400979	-0.0857954	-0.000381381	-46.5994	-173.937	0.670094	0.0311296	-8.12488	0.303433	0.123789
024466447600	0.212788	-0.413714	0.0551875	0.00178811	0.0723076	-47.063	-168.587	1.0609	0.115281	-9.10754	-0.360833	-0.317945
082932998200	0.32568	-0.564723	-0.126434	-0.00896806	0.0505906	-47.4687	-169.515	0.815929	0.0443112	-8.87517	0.801669	0.787195
115907224700	0.241149	-0.469576	-0.250276	-0.0475202	0.0180426	-48.0607	-169.598	0.459442	0.0597207	-9.88466	0.192814	0.28548
070445473000	0.318283	-0.0977866	0.0984542	-0.0100111	0.0478846	-44.2051	-167.679	0.689816	0.0749969	-6.62292	0.200757	0.0913066
857681411200	-0.170193	-0.1339	-0.210523	-0.0709723	0.0108686	-44.0656	-173.428	0.590886	-0.00807934	-9.71948	-0.197953	-0.236825
335117841900	-0.165348	-0.294692	-0.365413	-0.0865682	-0.0430934	-42.3447	-147.832	0.58036	0.0278758	-8.6983	0.527172	0.546892
024446813300	0.606004	0.0489418	0.258976	0.021221	0.13476	-46.3242	-170.48	1.42496	0.3576	-8.8438	0.842839	0.852847
602718846300	0.130554	-0.465341	-0.187219	-0.0354684	0.0197036	-43.2187	-176.135	0.767501	0.0131397	-8.90881	-0.027435	-0.0154565
583682405700	0.234622	-0.49272	-0.275069	-0.0508413	0.0448016	-42.2617	-166.188	0.498651	0.0124908	-9.47246	0.166417	0.207152
807133489100	0.488239	0.211058	0.184861	-0.00114164	0.0749976	-44.8284	-170.414	1.35257	0.191375	-8.72947	0.820963	0.695665
610097324600	0.187205	-0.270727	-0.0774963	-0.0646723	0.0254756	-45.8443	-173.095	0.962712	0.192484	-9.35143	0.216892	0.317592
018363660300	0.479974	-0.246319	-0.235034	-0.063964	0.0306446	-45.911	-174.768	0.889492	0.0872366	-8.85983	0.374434	0.466226
720336647700	0.171785	-0.361907	-0.365139	-0.0772539	0.0207726	-45.2085	-168.473	0.675043	0.224131	-8.10941	0.346872	0.326183
293754059700	0.406152	-0.0366169	0.0257421	-0.0454393	0.0312346	-42.5014	-157.686	0.844998	0.214556	-9.11876	0.406264	0.412228
270576409500	0.750032	0.259381	0.358138	0.0308204	0.135984	-41.1424	-162.261	1.36898	0.195212	-6.84707	0.680179	0.669398
713362217200	-0.159012	-0.867804	-0.2677	-0.0587446	-0.00872938	-44.5453	-161.278	0.570497	0.171298	-9.60658	0.281763	0.285489
360510927400	0.267617	-0.00691774	0.0144598	-0.0286987	0.0980936	-45.5468	-172.464	0.950735	0.200813	-9.27041	0.429673	0.430106
116426334100	0.601843	0.448663	0.621611	0.0714852	0.156875	-42.6889	-172.543	1.66692	0.284938	-7.85519	1.33599	1.23433
117396024600	-0.0401865	-0.559229	-0.337098	-0.0667523	0.0268444	-45.8823	-170.935	0.925189	-0.00483693	-8.37967	0.382889	0.221723
348567132500	0.304696	-0.128581	0.111581	-0.0243917	0.0664244	-44.9568	-166.969	1.14532	0.174378	-8.4932	0.618693	0.647854
345555606500	0.355365	-0.157128	-0.0147409	-0.0119103	0.0681044	-46.1457	-175.531	0.728864	0.0411379	-9.63681	0.0465636	0.0747714
232240272200	0.406605	-0.802321	-0.21085	-0.0427657	0.0429324	-46.0636	-166.257	1.12588	0.191093	-9.05555	0.416618	0.470644
652681856900	0.507797	-0.0138172	0.084882	-0.0433631	0.00691436	-44.4476	-176.566	1.17069	0.108248	-7.0237	0.184928	0.122549
607806883300	0.737459	0.217594	0.238486	-0.0292292	0.0617294	-45.8087	-167.504	0.966594	0.149506	-9.3329	0.464879	0.44757
088952733400	0.138424	-0.299729	-0.159904	-0.0456624	0.00981436	-45.4497	-168.158	0.584419	0.0714373	-8.81286	0.480557	0.465462
393441861600	-0.0701721	-0.29675	-0.345211	-0.046442	0.0353284	-43.3635	-161.762	0.504805	-0.0047852	-8.389	0.129197	0.134726
834550328800	0.425133	-0.242857	0.101961	-0.0263844	0.0282624	-44.0316	-168.163	0.796122	0.193592	-8.22817	0.368739	0.333469
750603640000	0.0442083	-0.770597	-0.224076	-0.0194837	0.0402264	-46.1866	-177.707	0.766621	0.147366	-9.12652	0.183146	0.135811
549969151000	0.421862	0.165835	0.0831973	-0.0114975	0.0618414	-42.0663	-164.651	0.693351	0.0124866	-7.94205	0.870454	0.820665
267310026800	0.639667	-0.0526739	0.0154962	-0.0507413	0.0413474	-45.0095	-164.761	1.40182	0.207336	-9.2847	0.1652	0.303158
847724637900	0.0425822	-0.413059	-0.183729	-0.0217849	0.0455684	-45.0421	-163.85	1.02167	0.13193	-8.89705	0.702356	0.705576
898880798600	0.173642	-0.27719	-0.0260819	-0.0248992	0.0581964	-43.4757	-173.398	1.09394	0.0462203	-6.88838	0.629837	0.535285
581689681800	0.0183007	-0.276998	-0.254806	-0.089066	-0.0224526	-47.466	-164.741	0.548624	0.0535835	-9.99829	-0.167406	-0.182473
898872471800	0.226973	-0.200925	-0.0265248	-0.0438821	0.0214354	-44.3683	-164.82	0.824418	0.251072	-8.74778	-0.211556	-0.202514
959253881700	0.764812	-0.193114	0.207428	-0.0111792	0.0735704	-45.0588	-172.329	1.08784	0.220742	-7.30827	0.468322	0.403628
307390896500	0.198275	-0.47691	-0.226577	-0.0484007	0.0427904	-49.9488	-181.307	0.97912	0.134404	-10.2556	-0.119843	-0.0271577
549674676900	0.101428	-0.552802	-0.194765	-0.0708408	0.00231835	-43.6394	-168.365	1.00876	0.0939215	-7.45872	0.336989	0.324368
737038117300	-0.166472	-0.631088	-0.312844	-0.0332486	0.0358074	-45.8671	-175.753	0.811738	0.0521247	-8.89555	-0.294356	-0.157678
599906852000	0.310044	-0.119448	0.0474304	-0.0083329	0.0578724	-46.705	-177.761	1.08545	0.152975	-9.72161	0.244272	0.135941
509858855900	0.313143	-0.285106	0.0058508	-0.0292514	0.0420184	-44.3661	-176.841	0.617737	-0.0161642	-8.08041	0.397492	0.449882
254313264700	0.0923641	-0.306557	-0.187508	-0.0553452	0.0339714	-43.0378	-165.893	0.988544	0.0721074	-7.38189	0.127892	0.116768
860129418500	0.079044	-0.314213	-0.141542	-0.0168196	0.0560234	-45.3805	-173.642	0.863617	0.214652	-8.42051	0.142222	0.0631591
879588735700	0.287206	-0.0188263	-0.0617613	-0.0665244	-0.00140165	-43.9074	-172.349	0.494543	0.0785248	-8.32389	0.207895	0.154367
984163768500	0.349541	-0.283664	-0.027546	-0.0256452	0.0390644	-45.0941	-165.747	0.771264	0.116541	-7.77119	0.280594	0.314485
822018671700	0.16218	0.110089	0.0952326	-0.015506	0.0338144	-44.1781	-173.357	1.06841	0.0364653	-7.86095	0.397414	0.296122
958222346800	0.34482	-0.133065	0.244047	0.00336695	0.0507464	-44.4326	-173.678	1.43919	0.14242	-8.60987	0.158657	0.221567
474882420700	0.161061	-0.475634	-0.0481978	-0.0322163	0.00431235	-46.5355	-171.145	0.193443	0.0646919	-9.78704	0.145761	0.26264
767324142300	-0.124594	-0.333276	-0.2604	-0.114357	-0.0362126	-42.0743	-167.875	0.672919	0.076084	-9.12123	0.372055	0.300684
096584063100	0.536013	-0.103991	0.317655	0.0625974	0.156343	-45.9841	-174.729	0.916178	0.209053	-8.33247	0.550987	0.466885
659343500200	0.252012	-0.0734447	0.142273	-0.0315132	0.0519108	-45.7149	-174.786	0.886419	0.19899	-7.74715	0.401718	0.299579
475891295100	0.00875803	-0.407313	-0.230617	-0.07027	-0.00671423	-44.5993	-163.099	0.356095	0.0800302	-8.05898	-0.139871	-0.0668293
618541030100	0.291539	-0.43385	-0.247505	-0.0580418	0.0133118	-42.6271	-171.153	0.881083	0.0990063	-7.01402	0.127245	-0.0325578
922329308200	0.184199	-0.356975	-0.0838406	-0.0413312	0.0394418	-45.0642	-167.449	0.557272	0.0621983	-8.29668	0.332353	0.344321
560005665900	0.339706	-0.0560037	0.132798	-0.00676211	0.0243308	-43.6063	-163.865	0.945657	0.155861	-8.20169	0.764943	0.841209
978390464700	-0.341224	-0.86203	-0.695224	-0.138002	-0.0601972	-47.0219	-176.809	0.351467	-0.149404	-9.76577	-0.233626	-0.249477
040866046000	0.220103	-0.125941	0.0123543	-0.0240532	-0.00630823	-44.55	-174.696	0.440801	0.0682667	-8.7467	0.362297	0.323616
280076469200	0.183564	-0.548225	-0.212091	-0.0573807	0.0354858	-45.2727	-168.978	0.955462	0.152151	-8.36835	0.329006	0.221987
541308733400	0.240656	-0.495137	-0.251578	-0.0608811	0.00908377	-48.3204	-175.254	0.771135	0.0366302	-9.52061	0.190047	0.261801
746321941600	0.0948348	-0.31827	-0.196467	-0.0728935	0.0105098	-43.8994	-170.142	0.82061	0.148809	-9.26871	0.287541	0.288492
008006417400	0.428967	0.0678933	0.2332	-0.00838491	0.0611718	-45.4093	-164.743	1.38148	0.128489	-8.52082	0.20288	0.161525
639622222000	0.344408	0.0438872	0.159765	0.0139009	0.102605	-45.7991	-178.473	1.18942	0.207439	-9.0244	0.601167	0.468135
150982556000	0.105669	-0.702667	-0.261051	-0.0755663	0.00114977	-46.1887	-165.023	0.953218	0.0917898	-9.66614	-0.0930851	-0.120223
971346327600	-0.218248	-0.92773	-0.429854	-0.0988487	0.00718377	-43.5823	-177.244	0.851365	0.0239925	-10.0198	0.0164082	0.00518231
529824032500	-0.163996	-0.870554	-0.358769	-0.0398409	0.0353418	-44.7835	-176.544	0.95439	0.0310772	-8.96423	0.0873173	0.19576
500284144300	0.356294	-0.0827449	-0.0495735	-0.0341717	0.0514888	-46.016	-176.148	1.1828	0.151862	-8.97164	0.58761	0.574921
648923402300	-0.0569893	-0.755071	-0.373296	-0.0692896	0.00328203	-44.6796	-170.728	0.491069	0.0154103	-9.54235	0.183763	0.295287
851621094700	-0.103069	-0.396686	-0.163035	-0.0660193	-0.016408	-46.2452	-177.146	0.905197	-0.0296187	-9.48713	-0.00813148	0.0401692
355491542500	-0.204671	-0.303076	-0.346468	-0.0809736	-0.026798	-45.0854	-175.325	0.813885	0.0211459	-9.58142	0.218296	0.043621
681804364600	0.118287	-0.0848838	-0.0152195	-0.0148744	0.08955	-44.6992	-172.015	0.974156	0.132685	-8.34869	0.287268	0.365618
577515240800	-0.218254	-0.747423	-0.426607	-0.0708324	-0.019135	-45.2325	-172.813	0.408224	0.00563728	-7.81483	0.373893	0.469406
798486654200	-0.474252	-0.442497	-0.667589	-0.11896	-0.077964	-46.2463	-174.852	0.270854	-0.185428	-8.09325	0.0233562	0.0212498
938279303200	0.0500515	-0.228446	-0.0353324	-0.0378175	0.010354	-46.234	-172.742	0.851069	0.115175	-8.74836	0.128352	0.172898
207604523900	0.0340972	-0.51682	-0.312653	-0.0764352	0.021676	-42.6315	-172.695	1.10969	0.0584115	-8.4251	0.41002	0.433905
937839977500	0.263996	0.0264258	0.0830871	-0.0441858	0.034484	-46.0248	-177.405	1.37382	0.176615	-8.88322	0.561654	0.546995
610854674800	-0.0801327	-0.52127	-0.190591	-0.0244431	0.074114	-47.8764	-178.434	0.786632	0.0264334	-9.62485	-0.135467	-0.106888
566381755100	-0.0845409	-0.517063	-0.228665	-0.0356221	0.034096	-41.3475	-156.601	0.810731	0.0243077	-8.59043	-0.0779766	-0.0234102
454439258400	0.226186	-0.370792	-0.0885888	-0.0255492	0.026108	-41.3281	-156.386	1.13784	0.0326708	-7.57937	0.517474	0.468843
543435395000	0.245209	-0.0989988	-0.0673553	-0.0335524	0.031894	-45.7313	-173.026	1.0615	0.223182	-9.82602	0.385004	0.335582
387621489900	0.102551	-0.472218	-0.128767	-0.0651176	0.042479	-44.8895	-158.093	1.0634	0.0710158	-8.87653	0.0584136	0.156932
787280413700	0.17111	-0.423757	-0.20515	-0.0407251	0.020884	-44.3748	-172.411	1.01739	-0.0779783	-8.34507	0.331528	0.366019
825133981700	0.0959996	-0.313899	-0.0268558	-0.0161076	0.102677	-43.0115	-176.718	0.897177	0.0691516	-7.90305	0.705271	0.73569
767447293400	0.15749	-0.91221	-0.201701	-0.0505878	0.0299101	-42.6969	-157.048	0.841566	0.0800899	-8.35795	0.340828	0.39449
905359456100	-0.00976267	-0.520297	-0.267276	-0.0815869	-0.0550189	-43.3484	-164.795	0.639016	-0.065281	-8.63209	0.149843	0.0750308
198753425600	0.180093	-0.555231	-0.274199	-0.0221841	0.0392211	-46.1109	-172.579	0.524181	0.0294855	-9.3384	0.0536559	0.0828271
320863879300	0.0305118	-0.021513	-0.116004	-0.0643408	0.0253691	-45.6562	-171.105	0.814616	0.0477813	-8.71732	0.360701	0.443149
344937230800	0.486488	-0.133092	0.104695	0.00574417	0.0674061	-45.9634	-174.165	1.16867	0.207801	-8.01407	0.737448	0.804305
382786043000	0.261529	-0.46744	-0.221415	-0.0345962	0.0298931	-42.46	-170.291	0.86281	0.0401852	-7.85538	0.302904	0.142619
273695011400	0.228334	-0.106131	-0.0730275	-0.0464257	0.0296531	-47.2905	-177.206	0.996972	0.120106	-9.12969	0.708588	0.579274
429021085200	0.688112	-0.202364	0.212417	-0.0194596	0.0551321	-46.414	-178.266	1.02934	0.287267	-8.77057	0.316728	0.36947
359811494400	0.342457	-0.030105	0.0146143	-0.0453249	0.0744971	-44.2976	-160.607	0.888888	0.0849837	-8.41886	0.731378	0.72351
436458043400	0.150894	-0.292128	0.00612291	-0.0218475	0.0336561	-43.7507	-175.363	1.0589	0.0168489	-8.7254	0.0759189	0.0461573
195980423000	0.243752	-0.420777	0.0285641	0.0232727	0.0579061	-44.0433	-162.989	0.934252	0.116099	-9.16808	0.151946	0.192732
041980526200	-0.188032	-0.778461	-0.499802	-0.0969772	-0.00485988	-46.2171	-178.371	0.737691	0.07454	-9.60611	0.142448	0.213344
254629096800	-0.0578933	-0.7046	-0.28481	-0.0497601	0.0169451	-46.2496	-176.49	0.743425	0.0598331	-9.3962	-0.0467646	-0.0295796
176652599300	0.219925	0.120292	0.073986	-0.0128951	0.0571821	-42.2714	-167.888	0.739108	0.0251204	-7.8689	0.179727	0.186893
070998892700	0.17999	-0.203455	0.0692802	-0.00195716	0.0498411	-46.497	-171.773	1.1152	0.151983	-8.24298	0.173725	0.0906056
373476129600	0.219435	-0.0228726	-0.00735927	-0.0338201	0.0544361	-44.6183	-168.903	0.969039	0.105582	-7.52617	0.745319	0.775605
298860291300	0.0591524	-0.16064	-0.146077	-0.0432793	0.0787491	-43.0418	-167.67	0.648174	-0.00630946	-9.24152	0.145517	0.126854
306091655400	0.144557	-0.326977	-0.20985	-0.0626273	-0.00884193	-45.3951	-171.803	0.585405	0.115653	-7.83435	-0.0794724	0.0684837
271377185200	0.113571	-0.217687	-0.151467	-0.0425606	0.0294451	-42.7186	-163.636	0.249256	0.0564159	-7.84368	0.304677	0.317803
553416053200	0.0776583	-0.551999	-0.150613	-0.0287201	0.0311971	-43.837	-174.829	0.95699	0.155877	-9.37909	0.0101755	0.0653522
144836805800	0.399968	-0.0213301	0.251189	0.0140591	0.0971421	-45.1929	-178.357	0.826988	0.257669	-7.66517	0.658879	0.721369
020304284100	0.651647	-0.15727	0.212484	-0.00943118	0.0651391	-43.9269	-170.286	0.776939	0.151256	-7.36769	0.964639	0.991986
178913972000	0.892946	0.44717	0.395102	0.0129464	0.0940781	-44.2868	-165.837	0.941767	0.0811586	-8.1283	0.263104	0.145587
267222302300	0.3073	-0.0142738	0.0537261	-0.0102744	0.0918521	-45.2998	-160.99	0.788117	0.074669	-8.51946	0.949647	0.770268
500570619500	0.496597	-0.349462	0.102106	0.0112777	0.0740871	-42.2967	-153.183	1.1989	0.258781	-8.56588	0.18276	0.0644391
591005052800	0.220001	0.0346989	-0.0277104	-0.0615231	0.0678091	-45.5953	-172.522	1.2027	0.216506	-8.3584	0.716448	0.751202
592799191900	-0.0370226	-0.457565	-0.360374	-0.0664679	0.00505107	-43.858	-173.811	0.348061	-0.0364433	-8.66024	0.00736733	0.0399166
792464326600	0.0960839	-0.271405	-0.126818	-0.0462693	0.00240307	-44.2437	-172.504	0.852909	0.0799917	-9.76226	-0.180319	-0.0106427
951320130600	-0.260936	-0.63493	-0.42224	-0.0763464	0.0103911	-44.493	-169.557	0.454284	0.136019	-8.68643	-0.198358	-0.147309
442679348100	0.393913	0.160557	0.230794	0.0512722	0.133745	-45.3138	-171.769	0.963724	0.149619	-7.11848	1.25603	1.15925
398496988400	0.302017	-0.504719	-0.0598804	-0.0304582	0.0380121	-42.3328	-157.221	1.01694	0.104463	-9.73204	-0.0276026	0.00173559
621575160600	-0.298082	-0.342628	-0.433243	-0.106385	-0.0181719	-46.3632	-178.295	0.664638	-0.0386557	-9.97021	-0.284142	-0.224032
098568955200	-0.0307228	-0.579178	-0.211502	-0.0374063	0.0456251	-45.6161	-162.734	1.0359	0.0678336	-8.60363	0.0410541	0.170829
815363071600	0.276532	-0.153244	-0.0972761	-0.0127107	0.0486201	-45.506	-173.308	0.581041	0.0728848	-8.88848	0.331064	0.418081
973215487900	0.206578	-0.578953	-0.216033	-0.0598982	0.0280181	-47.1942	-176.67	0.556843	0.0828308	-8.89643	0.569375	0.510018
568994894700	0.186747	-0.523494	-0.34963	-0.0244283	0.0506301	-42.7927	-154.839	0.920478	0.0633174	-7.56561	-0.0125568	-0.00550136
841793593500	0.0295753	-0.0413109	-0.193815	-0.0487123	0.0186021	-42.3597	-161.681	0.46632	0.103613	-7.55685	0.377243	0.384522
622932115300	0.567699	0.143587	0.199322	-0.02556	0.0453091	-44.8396	-180.462	0.725262	0.160092	-8.76615	0.373511	0.521131
643677141900	0.341313	-0.0976545	-0.133405	-0.0277567	0.0290911	-45.8682	-165.418	0.497701	-0.0271767	-9.38625	0.369229	0.466062
091819195800	0.0159055	-0.511259	-0.0809975	0.00281106	0.0693211	-41.8407	-164.6	1.05084	0.0814016	-7.6249	0.658559	0.615351
647646232900	-0.0395585	-0.728419	-0.448528	-0.0782329	-0.00348493	-43.5472	-152.483	0.624534	0.0920322	-9.76685	-0.379151	-0.272638
167904713100	0.122216	-0.533916	-0.0187703	-0.0345705	0.0159191	-41.6318	-157.513	1.28218	0.0146595	-7.75309	0.172263	0.229479
260949336700	0.2623	-0.0669836	0.0744199	-0.019885	0.0616941	-43.4595	-156.932	0.754498	0.185003	-8.60813	0.418989	0.449398
710015955600	0.211955	-0.443139	-0.151937	-0.0312247	0.0357661	-46.4035	-177.588	0.612578	0.0359847	-9.50137	0.291232	0.310146
752390775600	0.412266	-0.304039	-0.108266	0.00628211	0.0423741	-43.4784	-169.353	1.06238	0.126786	-8.60724	0.175363	0.161412
303419371800	0.323503	-0.117473	0.064747	-0.0053768	0.0323941	-43.8724	-175.361	0.596633	0.0582505	-8.96294	0.452907	0.477289
807970126500	-0.369478	-0.646308	-0.461725	-0.101831	-0.00708693	-44.3881	-161.912	0.681931	-0.00684524	-8.26225	0.365423	0.420859
094529020400	0.300741	-0.239028	-0.137461	-0.0317399	0.0500411	-45.1259	-168.866	0.729954	0.0919756	-8.7561	0.325276	0.203616
419682246300	0.0722311	-0.338585	-0.297736	-0.081697	-0.00841693	-45.8104	-175.349	0.691797	0.027589	-9.69414	0.164953	0.212406
403730990000	0.251399	-0.769715	-0.145832	-0.0274172	0.0427941	-44.9658	-173.565	1.17495	0.0879011	-9.04014	-0.0815708	-0.0156068
912690526600	0.217531	-0.2065	0.0632438	0.00356196	0.0678961	-45.0609	-173.846	1.23697	0.129782	-7.94054	0.300933	0.389368
297282653500	0.382954	-0.175111	-0.14479	-0.00991113	0.0284091	-42.858	-173.493	1.09988	0.131885	-7.11272	0.428388	0.425423
507414482800	1.08905	0.699913	0.766822	0.0789366	0.175372	-42.7638	-156.932	1.53743	0.285292	-6.84527	0.984619	0.885291
033458387000	0.330972	-0.324746	0.0649204	0.0127334	0.0921311	-43.8731	-165.788	1.47314	0.17576	-7.70744	0.717004	0.628174
228665820000	0.267659	0.0306561	-0.0919988	-0.0399994	0.0600691	-44.1532	-171.966	0.693749	0.0821341	-9.60823	0.520955	0.531959
783707472000	0.349684	-0.171128	-0.21502	-0.0343457	0.0390581	-42.5266	-165.861	0.602175	0.147699	-8.97556	0.488413	0.51658
909807923500	0.600658	-0.339358	0.0121025	-0.0473251	0.0254501	-44.6197	-177.643	1.21403	0.135531	-9.43828	0.205673	0.281311
222579180600	0.254562	0.106726	-0.127361	-0.0447785	0.0344661	-45.3552	-170.328	0.826706	0.0383046	-8.57308	0.0633443	-0.0484566
944728492700	0.588499	-0.180356	0.0890456	-0.000742489	0.0889851	-44.53	-164.851	1.57516	0.170638	-8.26403	0.81494	0.595431
123478940200	0.433792	-0.0375589	0.152224	0.00696682	0.0824711	-40.4959	-158.75	1.13583	0.181417	-8.91347	0.559937	0.523253
237053580000	0.673145	-0.194445	0.168453	0.0205302	0.0900431	-44.9484	-175.321	1.2054	0.1195	-9.10231	0.611653	0.686546
984688040600	0.121113	-0.271561	-0.0164303	-0.0256824	0.0645231	-42.9014	-170.823	1.09576	0.0751037	-8.35925	0.504571	0.366678
241317358700	0.322065	-0.0544437	0.0991805	-0.0255528	0.0196451	-43.8654	-171.744	0.486569	0.313124	-8.66946	0.465293	0.48324
799239354100	0.395117	-0.124287	0.114438	0.0164686	0.113087	-43.198	-171.808	1.28518	0.263015	-5.99552	0.684769	0.625982
339997494200	0.27318	-0.0308526	-0.015793	-0.0375445	0.0351251	-47.0094	-162.577	0.859098	0.0913932	-9.48674	-0.0273684	-0.0710033
829107475700	0.402426	-0.497288	0.0182618	-0.0313206	0.0246511	-47.1056	-176.04	0.827962	0.144047	-8.67582	0.870246	0.847036
056624136500	0.0830193	-0.491928	-0.207821	-0.0810179	0.0139553	-44.6154	-170.73	0.652955	0.103752	-7.35827	0.277267	0.239205
751730203700	0.753827	-0.00893701	0.246033	0.00307716	0.0722663	-42.5938	-170.575	1.06932	0.22854	-8.61015	0.0790177	0.0901007
828767466800	0.308986	-0.206564	0.0932327	0.00871129	0.0353943	-43.5249	-172.777	1.00571	0.110246	-8.75484	0.296428	0.326567
700463616500	0.10586	-0.180406	-0.0934994	-0.0166129	0.0536623	-47.0014	-174.964	1.03615	0.119651	-9.24321	0.272845	0.300856
157440946900	0.497824	-0.0606662	0.134136	-0.0237258	0.0471093	-43.5808	-160.907	1.13233	0.175638	-6.78282	0.566325	0.536652
125394242700	0.604315	0.0857155	0.249982	0.0108705	0.100599	-42.6123	-175.542	1.14216	0.139298	-7.98667	0.659272	0.687188
722842686100	0.289688	0.0917242	0.0708091	-0.022991	0.0604023	-44.5999	-175.616	1.30505	0.238561	-8.12666	0.814551	0.716939
874033705500	0.379864	-0.498339	0.0266303	-0.0233972	0.0241843	-40.4315	-152.752	0.998335	0.233318	-9.64941	0.199231	0.246068
598435346000	0.252529	-0.261339	0.00476272	0.00730485	0.0674853	-43.5657	-170.84	0.992613	0.200334	-8.53684	0.32504	0.361998
018658765400	0.163593	-0.301316	-0.236299	-0.0658479	0.0182273	-44.4691	-177.961	0.897227	-0.00423471	-8.22751	-0.264623	-0.20311
312929485300	-0.626368	-0.846797	-0.70121	-0.109	-0.0620017	-45.2096	-173.359	0.129628	-0.0885002	-8.1145	-0.287994	-0.190973
943681112000	0.089768	-0.31619	-0.141203	-0.050815	0.0101713	-43.249	-158.204	0.426676	0.0898417	-6.79973	0.334625	0.357628
850888388300	-0.197893	-0.651181	-0.435729	-0.0871714	-0.00368173	-45.6396	-170.9	0.567573	0.0767093	-8.65866	-0.107351	0.0752274
312267242200	-0.0802375	-0.0143369	-0.224739	-0.0884312	-0.0348907	-47.099	-170.852	0.566043	-0.104734	-9.85483	0.0896973	0.100486
089593816500	0.459495	0.0291617	0.00870232	-0.0242529	0.0677483	-43.6226	-166.634	0.682011	0.070881	-9.34617	0.467671	0.315146
096400799200	-0.0216508	-0.0530978	-0.0549092	-0.0516092	0.0265413	-46.2539	-168.004	0.473825	-0.10713	-10.2786	0.0543209	0.007186
870688675600	0.280438	0.314206	0.262011	0.026249	0.0881163	-43.2475	-165.744	1.27449	0.288746	-6.62697	0.727215	0.535461
399324629700	-0.0707696	-0.638576	-0.357939	-0.0633229	0.00905127	-47.895	-170.969	0.332117	0.101497	-9.51231	0.0156583	-0.124937
549927872200	0.50231	-0.308361	-0.0523368	-0.0349043	0.0655843	-44.7926	-170.566	0.816592	0.123162	-8.56347	0.281264	0.153099
219533395100	0.102861	-0.34751	-0.0579705	-0.0274039	0.0628843	-41.8112	-161.884	0.369432	0.12957	-5.46625	0.83302	0.721073
151359709200	-0.0808701	-1.17339	-0.51446	-0.112547	-0.0313317	-43.8698	-170.137	0.246384	0.0524454	-7.58819	-0.0666573	-0.145194
698212890100	0.152642	-0.146795	-0.244498	-0.090318	-0.00594673	-45.1512	-169.736	0.838271	0.0178148	-8.23929	-0.0873455	-0.054524
028042363000	-0.25498	-0.570632	-0.273475	-0.0594013	0.0214883	-46.1265	-180.203	0.71337	0.144063	-8.4493	0.40614	0.409319
862864666600	0.0209419	-0.451762	-0.326251	-0.0912326	-0.00576973	-46.1407	-176.611	0.406979	0.00693551	-8.10518	0.142132	0.150578
454411590600	0.292617	0.00276917	-0.197933	-0.0849573	0.0192433	-46.4586	-168.842	0.855586	0.0328058	-9.43698	0.198578	0.295738
750170823400	0.319646	-0.562589	-0.261288	-0.0721093	0.0426473	-46.6433	-167.869	0.7587	0.062874	-10.0181	-0.153739	-0.200925
526659906500	0.259685	-0.0557718	-0.196805	-0.0554605	-0.00563673	-44.0093	-171.583	0.73717	0.0502608	-7.80805	0.438726	0.555582
212216024700	0.302612	-0.293419	-0.167481	-0.0794043	-0.00144173	-47.6789	-175.279	0.737459	0.0946992	-9.91804	0.0778078	0.0928841
VN_01_00_0001	0.0996009	-0.120737	-0.169916	-0.078237	0.00547	-45.9974	-153.95	0.661353	0.0262354	-9.22486	0.453346	0.353599
VN_01_00_0005	-0.0757305	-0.627529	-0.402438	-0.100969	-0.017488	-44.7318	-170.019	0.721198	0.128007	-8.37569	0.47182	0.450252
