IID	PGS004490	PGS004495	PGS004560	PGS004565	PGS004809	PGS004810	PGS002768	PGS002095	PGS001274	PGS001273	PGS001883
VN_03_01_0458	-0.189821	-0.0569848	-0.00448128	0.000445109	0.280279	0.166928	-0.355378	0.00576376	0.263669	0.109362	0.0333166
VN_03_01_0460	0.141722	0.260792	0.0170554	0.0241081	0.35209	0.282897	0.0675357	0.00461921	0.172747	0.00915175	-0.156091
VN_03_01_0461	-0.0493394	0.0583903	-0.000743751	0.00382976	0.151338	0.0467939	-0.77571	0.000330226	-0.145493	-0.122834	-0.134665
VN_03_01_0462	0.000396662	-0.00981891	-0.00996732	-0.0105265	-0.0116526	-0.217311	-1.51825	0.00263064	-0.306505	-0.17476	-0.256487
VN_03_01_0463	0.096432	0.157031	0.000959746	0.00219335	0.115407	0.00571876	-1.27889	0.00308849	0.305542	0.135198	0.0107525
VN_03_01_0464	-0.220241	-0.117266	-0.00166167	0.00354562	0.146979	-0.123119	-0.936145	0.000479524	0.00354322	0.0423936	-0.228253
VN_03_01_0465	-0.00738312	0.0359086	-0.00397348	-0.00157121	0.312322	0.292803	-0.285501	0.00175278	0.12397	0.146834	-0.221379
VN_03_01_0466	-0.0141747	0.243248	0.0111392	0.0228015	0.314434	0.250994	-0.168197	0.0056294	0.310103	0.121184	-0.115823
VN_03_01_0467	0.102932	0.133939	0.0027637	0.00388906	0.173066	-0.00494423	-0.864127	0.00548547	0.0279978	0.0922466	-0.0484678
VN_03_01_0469	-0.179674	-0.0158646	-0.005413	0.00131401	0.0695602	-0.161514	-1.22619	0.000907592	-0.0995883	-0.124566	-0.140252
VN_03_01_0470	0.0995177	0.211264	0.0102484	0.0170066	0.0850722	0.0269188	-1.14568	0.00419235	-0.0476823	0.0798395	0.0918718
VN_03_01_0472	-0.0127988	0.0730164	-0.00232498	0.00221436	0.215897	0.0688253	-0.568393	0.00349457	0.00393526	-0.00679518	-0.194104
VN_03_01_0473	0.110821	0.159153	0.015858	0.0226216	0.199566	0.156562	-0.812297	0.0070692	-0.0603578	-0.0406028	0.0274696
VN_03_01_0475	-0.0636831	0.134022	-0.00715495	-0.00034078	0.0835929	0.135407	-1.07625	0.0027727	-0.0361201	0.0772649	-0.0555822
VN_03_01_0476	-0.0359199	0.171028	-0.0033956	0.00556085	0.0984864	-0.104269	-0.861297	0.00196674	-0.180456	-0.0937772	-0.251992
VN_03_01_0477	0.0597632	0.244403	0.00581436	0.0148016	0.250494	0.304587	-0.715483	0.00491596	0.25405	0.2019	0.0993998
VN_03_01_0478	-0.00326852	0.0103218	0.00503646	0.00689824	0.170452	0.0597327	-0.653625	0.00144982	0.245662	0.19104	-0.126374
VN_03_01_0479	0.0221768	0.182068	0.00546849	0.0133608	0.109214	0.0891796	-0.93934	-1.98826e-05	-0.147302	-0.0769697	-0.190856
VN_03_01_0536	0.178823	0.30717	-0.00125618	0.00202261	0.0543747	-0.0514941	-1.52079	0.0020683	-0.115164	0.0299683	-0.142734
VN_03_01_0540	-0.102843	-0.0465308	-0.0112476	-0.0115251	0.0396004	-0.21499	-0.931433	-0.00341239	-0.0514912	-0.0900367	-0.236154
VN_03_01_0542	0.0206018	0.239131	0.00300607	0.0112341	0.199006	0.186325	-0.739707	0.00173917	-0.0898808	0.0428805	-0.194164
VN_03_01_0545	-0.0954978	0.0494196	0.00619655	0.0135768	0.240834	0.152636	-0.282412	0.0037015	0.266945	0.22113	-0.0498735
VN_03_01_0694	-0.12035	-0.105415	-0.0121288	-0.0123349	-0.00293211	-0.0286973	-1.58756	0.000930514	-0.111805	-0.0339295	-0.231802
VN_03_01_0695	0.122952	0.34286	-0.000263769	0.00713318	0.144991	0.0814937	-0.818574	0.00314995	-0.125787	0.0618997	-0.0207254
VN_03_01_0698	-0.0609569	0.00602676	-0.00268617	-0.000627265	0.247915	0.0813949	-0.503473	0.00278015	0.126762	-0.0103787	-0.0595381
VN_03_01_0699	-0.0530187	0.189264	-0.00687677	-0.000963099	0.145824	0.0155396	-1.25667	0.00281583	0.0318426	-0.0461194	-0.183382
VN_03_01_0700	0.0759002	0.313845	0.00572335	0.0149026	0.271643	0.36629	-0.494031	0.00344795	0.424972	0.220337	-0.148843
VN_03_01_0706	-0.0237596	0.0277369	-0.00716813	-0.00581264	0.205818	0.181138	-0.716415	0.00346275	-0.0157234	0.127759	-0.266765
VN_03_01_0710	0.0512764	0.1627	-0.00560885	0.000407623	0.224581	0.262847	-0.840422	0.00365787	0.16744	0.166444	-0.104488
VN_03_01_0717	0.050158	0.1276	3.88539e-05	0.00338761	0.178555	0.0870894	-0.801862	0.00218945	0.0940966	-0.00808202	-0.0460622
VN_03_01_0719	0.00827363	0.179836	0.00207269	0.00967221	0.164853	0.0946874	-0.932271	0.00424388	0.0169642	0.240373	-0.0308866
VN_03_01_0721	0.181441	0.283362	0.00644071	0.0127917	0.106202	-0.0343153	-1.21474	0.00280998	0.105597	0.0435266	-0.228476
VN_03_01_0730	-0.064293	0.197361	0.00074664	0.0103976	0.273456	0.114901	-0.632781	0.00532646	0.330613	0.247182	0.106456
VN_03_01_0742	0.148235	0.211942	0.017936	0.0254337	0.363857	0.312659	-0.0590634	0.00884897	0.16173	0.167217	0.075482
VN_03_01_0743	-0.065404	0.208648	-0.00605783	0.00167722	0.0766074	-0.178628	-1.2177	0.00306477	-0.00424932	0.0472954	-0.145472
VN_03_01_0744	-0.0915229	-0.0553645	-0.00453509	-0.0032999	0.0594838	-0.000832832	-1.38468	0.00225288	-0.0301676	-0.0840903	-0.255235
VN_03_01_0747	-0.0908673	0.0384803	-0.00669199	-0.00228428	0.145601	0.01372	-1.31917	0.00547797	0.210545	0.109369	-0.0886437
VN_03_01_0757	0.264047	0.444741	0.0101351	0.0184209	0.15486	0.0686757	-0.928194	0.00204213	0.00327428	0.0976206	-0.148406
VN_03_01_0760	-0.0127043	0.0578366	-0.0136548	-0.0147311	-0.0370316	-0.326761	-1.5529	-0.00175646	-0.122696	-0.107346	-0.357839
VN_03_01_0779	-0.207946	0.098837	-0.0172726	-0.00881493	0.0131556	-0.220671	-1.43375	0.00244859	-0.131287	-0.0466289	-0.155422
VN_03_01_0780	-0.212684	-0.16746	0.00437802	0.00747724	0.156874	-0.0358202	-0.929403	0.00456288	-0.0673537	0.0435117	-0.0646613
VN_03_01_0781	0.194078	0.503171	0.0174111	0.032398	0.241943	0.0372054	-0.575209	0.00484957	0.218408	0.20426	-0.107622
VN_03_01_0782	0.0843713	0.162255	-0.00496069	-0.00291826	0.138821	-0.102664	-1.25066	0.00211978	0.339995	0.328267	-0.0926216
VN_03_01_0783	-0.0040269	0.154133	0.00857721	0.0170021	0.120174	-0.179514	-0.986507	0.000693192	0.158386	0.187256	-0.042954
VN_03_01_0784	0.0563326	0.136414	0.00394517	0.00852726	0.108027	-0.0795855	-1.01126	0.00313929	0.0241007	-0.0174288	-0.0349477
VN_03_01_0792	-0.275186	-0.0789633	-0.0164958	-0.0120633	0.150802	-0.0618147	-0.972381	0.0042501	0.206748	0.187501	0.0958237
VN_03_01_0797	-0.163914	-0.03401	-0.00826993	-0.00509339	0.0620216	-0.0611396	-1.27215	0.000806684	0.10349	0.0693629	-0.0541816
VN_03_01_0800	0.211789	0.23973	0.016862	0.0229463	0.200129	0.0670834	-0.980915	0.00245867	0.294819	0.0701348	-0.0224771
VN_03_01_0802	-0.0447732	-0.00431994	-0.0053305	-0.00456033	-0.0298906	-0.332581	-1.4795	-0.00312294	-0.282997	-0.124351	-0.300993
VN_03_01_0804	-0.0311181	0.118087	0.00514412	0.0124231	0.299241	0.355333	-0.114467	0.00470879	0.0943119	0.116915	0.0484799
VN_03_01_0805	-0.132345	0.0876028	0.00363961	0.0136274	0.0379163	-0.0271744	-1.67216	0.00448029	0.167009	0.0575711	-0.0239315
VN_03_01_0808	-0.0947637	0.148712	0.000150959	0.00956994	0.117073	-0.0503822	-1.03038	0.00284068	0.0881665	0.056245	-0.0853727
VN_03_01_0824	-0.115137	0.0853085	0.00158432	0.0103436	0.145182	0.141621	-0.877252	0.00424898	-0.237278	-0.153198	0.00444313
VN_03_01_0827	0.0165267	0.281356	0.000510972	0.0111259	0.241201	0.221743	-0.521323	0.00580621	0.15996	0.0879419	-0.148966
VN_03_01_0844	-0.156054	-0.110156	-0.0099139	-0.00741225	0.0848576	0.0776379	-1.24875	0.0015546	0.229019	0.208394	-0.0796862
VN_03_01_0845	0.187652	0.33667	-0.00190695	0.00315517	0.198155	0.0714522	-0.537643	0.00394706	-0.00959077	0.00443489	0.0712094
VN_03_01_0846	0.00129364	0.207562	0.00692321	0.0182236	0.13284	-0.00771928	-1.08096	0.004669	0.121296	0.0691021	-0.0890316
VN_03_01_0848	0.0102129	0.19888	0.00588199	0.0143773	0.275477	0.092151	-0.493501	0.0066665	0.0504475	0.0111284	0.0236271
