FID	IID	score.auto	score.grid.1	score.grid.2	score.grid.3	score.grid.4	score.grid.5	score.grid.6	score.grid.7	score.grid.8	score.grid.9	score.grid.10	score.grid.11	score.grid.12	score.grid.13	score.grid.14	score.grid.15	score.grid.16	score.grid.17	score.grid.18	score.grid.19	score.grid.20	score.grid.21	score.grid.22	score.grid.23	score.grid.24	score.grid.25	score.grid.26	score.grid.27	score.grid.28	score.grid.29	score.grid.30	score.grid.31	score.grid.32	score.grid.33	score.grid.34	score.grid.35	score.grid.36	score.grid.37	score.grid.38	score.grid.39	score.grid.40	score.grid.41	score.grid.42	score.grid.43	score.grid.44	score.grid.45	score.grid.46	score.grid.47	score.grid.48	score.grid.49	score.grid.50	score.grid.51	score.grid.52	score.grid.53	score.grid.54	score.grid.55	score.grid.56	score.grid.57	score.grid.58	score.grid.59	score.grid.60	score.grid.61	score.grid.62	score.grid.63	score.grid.64	score.grid.65	score.grid.66	score.grid.67	score.grid.68	score.grid.69	score.grid.70	score.grid.71	score.grid.72	score.grid.73	score.grid.74	score.grid.75	score.grid.76	score.grid.77	score.grid.78	score.grid.79	score.grid.80	score.grid.81	score.grid.82	score.grid.83	score.grid.84	score.grid.85	score.grid.86	score.grid.87	score.grid.88	score.grid.89	score.grid.90	score.auto.shaPRS	score.grid.9.shaPRS	score.grid.10.shaPRS	score.grid.11.shaPRS	score.grid.12.shaPRS	score.grid.13.shaPRS	score.grid.14.shaPRS	score.grid.15.shaPRS	score.grid.25.shaPRS	score.grid.26.shaPRS	score.grid.27.shaPRS	score.grid.28.shaPRS	score.grid.29.shaPRS	score.grid.30.shaPRS	score.grid.41.shaPRS	score.grid.42.shaPRS	score.grid.43.shaPRS	score.grid.44.shaPRS	score.grid.45.shaPRS	score.grid.54.shaPRS	score.grid.55.shaPRS	score.grid.56.shaPRS	score.grid.57.shaPRS	score.grid.58.shaPRS	score.grid.59.shaPRS	score.grid.60.shaPRS	score.grid.70.shaPRS	score.grid.71.shaPRS	score.grid.72.shaPRS	score.grid.73.shaPRS	score.grid.74.shaPRS	score.grid.75.shaPRS	score.grid.85.shaPRS	score.grid.86.shaPRS	score.grid.87.shaPRS	score.grid.88.shaPRS	score.grid.89.shaPRS	score.grid.90.shaPRS	prscs.phi1e+00	prscs.shaPRS.phi1e+00	prscsx.META.phi1e+00	prscsx.EAS.phi1e+00	prscsx.EUR.phi1e+00	prscs.phi1e-02	prscs.shaPRS.phi1e-02	prscsx.META.phi1e-02	prscsx.EAS.phi1e-02	prscsx.EUR.phi1e-02	prscs.phi1e-04	prscs.shaPRS.phi1e-04	prscsx.META.phi1e-04	prscsx.EAS.phi1e-04	prscsx.EUR.phi1e-04	prscs.phi1e-06	prscs.shaPRS.phi1e-06	prscsx.META.phi1e-06	prscsx.EAS.phi1e-06	prscsx.EUR.phi1e-06	prscs.phiauto	prscs.shaPRS.phiauto	prscsx.META.phiauto	prscsx.EAS.phiauto	prscsx.EUR.phiauto	PHENO
VN_01_00_0843	VN_01_00_0843	0.0310486	0.0785969	0.0683055	0.0370107	0.0299928	0.027309	0.0144126	0.029437	0.0319956	0.0380546	0.039783	0.0425154	0.0419737	0.0420559	0.0433298	0.0419341	0.0803803	0.0697935	0.0220394	0.0203164	0.035738	0.0272656	0.0387934	0.0435387	0.0520799	0.0565212	0.0580214	0.0570779	0.0572643	0.061873	0.0619158	0.078922	0.0530894	0.0391804	0.00703501	0.0428262	0.0860541	0.0651857	0.0711441	0.0816224	0.0791722	0.0808381	0.0811007	0.0868868	0.0877783	0.0912064	0.0699248	0.062311	0.0241998	0.0150163	0.0284819	-0.00666636	0.00287876	0.00064309	0.00126555	0.00279732	0.00285688	0.0048451	0.00356543	0.00413625	0.00623523	0.0777804	0.0371793	0.0399753	0.00772373	0.0203482	0.0569779	0.00973726	0.00828405	0.00395773	0.00280024	0.0067157	0.00798208	0.00915114	0.0101559	0.00824287	0.0735636	0.0636416	0.0388667	0.0109943	0.0440386	0.0481441	0.0345724	0.018476	0.00786096	0.00686197	0.0113876	0.0108153	0.0113656	0.0101108	0.00767006	0.134646	0.132133	0.11646	0.10872	0.109437	0.110784	0.171177	0.159536	0.109872	0.192277	0.167645	0.162519	0.152581	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.14864	0.98899	0.268473	0.881963	0.948796	0.922569	0.436156	0.155995	0.251237	0.37152	0.271899	0.0783155	0.0624627	0.0416992	0.086225	0.0301296	-0.0118852	0.00384702	0.00211478	0.0141911	-0.00795113	0.111036	0.0673426	0.0110459	0.0548473	-0.00497362	0
VN_01_00_1032	VN_01_00_1032	0.0167634	0.0814784	0.07358	0.0693885	0.0964326	0.0488773	-0.001865	-0.00245727	0.00866722	0.0201978	0.0271941	0.0309221	0.0309755	0.0336096	0.0319079	0.0317563	0.0862338	0.0995766	0.074818	0.115802	0.0853922	0.0293497	0.00552457	0.0067923	0.0245725	0.0326912	0.0394918	0.0440353	0.041448	0.046446	0.0503259	0.0749513	0.0806642	0.106019	0.0880668	0.156083	0.116283	0.0202716	0.0115912	0.0361262	0.0429225	0.0535324	0.0602672	0.0667372	0.0691088	0.0641991	0.0794851	0.100116	0.051768	0.082783	0.0467613	-0.0172523	-0.0263933	-0.0172589	-0.0105233	-0.00756491	-0.0057548	-0.00225531	-0.00339536	-0.000996925	0.00027883	0.0841466	0.0707739	0.12821	0.103184	0.0401239	0.0485135	-0.0226277	-0.023428	-0.0197839	-0.0129869	-0.00630279	-0.00173641	0.0018107	0.00307862	0.000916059	0.0749145	0.0781873	0.0917624	0.0896366	0.188576	0.0774607	-0.00588948	-0.0322308	-0.0299445	-0.0127296	-0.00446534	-0.00488291	0.00169492	-0.00058748	0.00458585	-0.150437	-0.16028	-0.170447	-0.172882	-0.165631	-0.173146	-0.213741	-0.199156	-0.0801347	-0.105944	-0.109634	-0.118641	-0.115725	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.110001	-0.153175	-0.143048	-0.509809	-0.0741927	-0.345302	0.312695	-0.00881667	-0.0801376	0.392422	-0.176489	0.152132	0.000137846	-0.0233531	0.10984	-0.101528	0.0139774	0.00213136	-0.0120064	0.0041367	-0.0181978	0.0865894	0.0189608	-0.0311158	0.0250374	-0.0647014	0
VN_01_01_0002	VN_01_01_0002	-0.00575915	0.093834	0.104779	0.0860793	0.08298	0.0624974	0.0201041	0.00399569	-0.00838465	-0.0079099	-0.00719364	-0.00623446	-0.00841287	-0.00757775	-0.00645075	-0.00692038	0.0940687	0.09698	0.0763988	0.0813992	0.069197	0.0426696	0.0111523	-0.00693561	-0.0077754	-0.00841608	-0.00734074	-0.00906846	-0.00934046	-0.00690725	-0.00653517	0.0902648	0.084483	0.0940119	0.0791518	0.0941689	0.102274	0.0408954	0.0118596	-0.00133612	-0.00675137	-0.0100652	-0.00619926	-0.00403285	-0.0127547	-0.0101411	0.0860606	0.0962416	0.0751059	0.0713387	0.0537267	0.00738508	-0.00424078	-0.0192792	-0.0212662	-0.0232797	-0.0229436	-0.0207331	-0.0219355	-0.0199048	-0.0208694	0.0918171	0.0453416	0.0863227	0.0342286	0.0809683	0.0664844	0.00648047	-0.00937356	-0.0267751	-0.0300209	-0.02757	-0.0270794	-0.0278817	-0.0290116	-0.0293483	0.0859743	0.0914668	0.0886479	0.0791501	0.105907	0.096421	0.0349266	-0.00730392	-0.0275747	-0.033938	-0.0357818	-0.0415299	-0.0375393	-0.0410313	-0.0402135	0.0394459	0.0821165	0.0847999	0.0938486	0.0998942	0.105784	0.089471	0.115809	0.0637109	0.0425942	0.069829	0.0850306	0.0892685	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	0.0877465	-0.774052	-0.200576	-0.0947534	-0.737188	0.30657	0.00217031	-0.0259045	0.103771	0.0885085	0.175864	0.104998	0.00542441	0.026644	0.0550813	0.00150968	0.00475156	-0.000460504	-0.0122178	-0.00512205	-0.0191172	0.0367156	0.0569522	-0.00390906	0.0498905	-0.028236	0
VN_01_01_0003	VN_01_01_0003	0.0104496	-0.00829467	-0.0148994	-0.00318502	0.0248396	0.0453426	0.0278723	0.021477	0.0173182	0.0139197	0.0101246	0.0107007	0.00779335	0.010547	0.00811132	0.00673214	-0.00771999	-0.00536659	-0.00730585	0.0394112	0.0810025	0.0705484	0.0520582	0.0320881	0.0247519	0.014277	0.0166004	0.0151575	0.00686755	0.0153154	0.0180809	-0.00608051	-0.0129192	-0.00185288	0.0288999	0.105372	0.139356	0.115571	0.0771013	0.0405298	0.0282339	0.0171956	0.0154286	0.0214836	0.015228	0.0179904	-0.00864901	-0.0109915	-0.00389382	0.0334894	0.0452631	0.0284172	0.0248584	0.0192068	0.0193498	0.0169258	0.0157061	0.0150922	0.0149907	0.0161041	0.0173057	-0.00802672	-0.113269	0.00545573	-0.0101287	0.0689013	0.0877121	0.0520181	0.0353095	0.0275406	0.0224619	0.02361	0.0242318	0.0234768	0.0264962	0.0229699	-0.00644847	-0.008721	-0.00177022	0.0302183	0.123258	0.138123	0.1014	0.0694576	0.0441462	0.0432211	0.0332374	0.0327077	0.0328133	0.0320501	0.0331037	0.229433	0.156169	0.113935	0.103713	0.107952	0.108014	0.211096	0.178348	0.124718	0.260789	0.198461	0.168605	0.166394	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.169134	0.0783986	0.200148	-0.0227978	0.14332	0.162826	0.161248	0.103872	0.106529	0.301977	0.0772669	0.144892	0.158412	0.0343189	0.0843485	0.0106139	0.00462806	0.0268482	0.0148188	0.0220307	0.0121176	0.143427	0.0916525	0.0189137	0.0730105	0.00676841	0
VN_01_01_0004	VN_01_01_0004	0.0231405	0.119254	0.168241	0.218487	0.27514	0.25641	0.161511	0.0838423	0.0427341	0.0264181	0.0205039	0.0184509	0.0164125	0.0182282	0.016382	0.0150484	0.116515	0.156479	0.20997	0.304694	0.354414	0.262384	0.15513	0.0753751	0.0479634	0.029956	0.0259961	0.0247956	0.0215698	0.0251546	0.0249155	0.109795	0.140777	0.217991	0.309979	0.420856	0.402414	0.255303	0.141702	0.0819069	0.051797	0.0346639	0.0350158	0.0327563	0.0299038	0.030303	0.111353	0.162087	0.206624	0.261721	0.251275	0.14696	0.0753125	0.0300402	0.0153097	0.00671853	0.00348972	0.00390791	0.00143351	0.00501464	0.00404991	0.114256	0.169404	0.218434	0.296084	0.34568	0.274379	0.141778	0.0627934	0.0266556	0.0137639	0.00754572	0.00907779	0.00692296	0.0102073	0.00872835	0.105218	0.146266	0.216778	0.320324	0.428697	0.384413	0.244069	0.123741	0.0546891	0.0320427	0.0191266	0.0149552	0.015278	0.0137733	0.0159208	0.12709	0.0795364	0.0714097	0.0664879	0.063362	0.074716	0.114965	0.12438	0.0800502	0.142937	0.119737	0.115122	0.116945	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.106684	0.403537	-0.0394977	0.0612461	0.405572	-0.220235	0.317166	0.164176	0.140953	0.306716	0.0384484	0.144854	0.0578433	0.0451198	0.10219	0.0150881	0.00726174	0.00227027	-0.00279335	0.00781225	-0.0135331	0.196732	0.064595	0.0140056	0.0994588	-0.0362375	0
VN_01_01_0006	VN_01_01_0006	0.0588155	0.102633	0.124751	0.128573	0.140767	0.134378	0.111231	0.0865438	0.0711088	0.0681205	0.067794	0.0655761	0.0639923	0.0659506	0.0642504	0.0647875	0.101729	0.115563	0.116612	0.147204	0.165185	0.142595	0.129126	0.104705	0.100498	0.092715	0.0936988	0.0907346	0.0883963	0.0935007	0.0939113	0.0971133	0.104296	0.131408	0.140926	0.199771	0.227882	0.186355	0.160727	0.146698	0.131963	0.133951	0.125446	0.125009	0.125095	0.122183	0.0945191	0.117473	0.1133	0.123488	0.133317	0.0957066	0.0829857	0.0709955	0.0644988	0.0589674	0.0582566	0.0589198	0.0569877	0.059022	0.0592271	0.0992313	0.0433489	0.125643	0.101215	0.163548	0.156721	0.124725	0.112049	0.0935286	0.0851975	0.0854887	0.0836491	0.082254	0.0841344	0.079443	0.0922461	0.109357	0.12621	0.143046	0.19075	0.202096	0.184953	0.156129	0.138172	0.122255	0.119768	0.112714	0.111145	0.110832	0.113063	0.120012	0.113892	0.102963	0.10153	0.115343	0.112129	0.14428	0.162409	0.110979	0.171199	0.152315	0.151271	0.152694	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.150323	0.609735	-0.219806	0.0634111	0.642785	0.236294	0.449936	-0.00976975	0.116224	0.528768	0.204614	0.188636	0.0413195	0.0134556	0.136928	-0.00023883	0.00176979	0.00309383	0.000138584	0.030403	-0.0121334	0.128463	0.0562616	-0.0108539	0.0869956	-0.019877	0
VN_01_01_0008	VN_01_01_0008	-0.0586935	-0.00710364	-0.0109122	0.000504748	0.014406	-0.00831887	-0.0540123	-0.0715094	-0.0723237	-0.0706398	-0.0704843	-0.0664276	-0.0704262	-0.0647689	-0.0683579	-0.0695689	-0.00679017	-0.001955	0.00147264	0.0528756	0.0604713	-0.0321124	-0.0751624	-0.0963957	-0.0986189	-0.100731	-0.0948954	-0.0977281	-0.100395	-0.0942218	-0.0937282	-0.00536775	-0.0104502	0.00942507	0.0458008	0.0943412	0.05019	-0.0544399	-0.113449	-0.129634	-0.135516	-0.138237	-0.139442	-0.133941	-0.136325	-0.135511	-0.00743354	-0.00735312	0.00577766	0.0170444	0.0069156	-0.0512389	-0.0709443	-0.0765043	-0.0738787	-0.0717532	-0.071548	-0.0700058	-0.0705126	-0.0689708	-0.0676495	-0.00667245	-0.090471	0.0156625	-0.00556194	0.0303633	0.0104194	-0.0746253	-0.0936614	-0.10758	-0.102851	-0.101518	-0.0981115	-0.0941108	-0.0930726	-0.0967429	-0.00500056	-0.00526105	0.0124348	0.0433122	0.0951294	0.051776	-0.0594963	-0.119644	-0.143813	-0.137479	-0.134934	-0.138774	-0.133691	-0.134925	-0.136783	0.181817	0.174859	0.147383	0.131013	0.148312	0.147506	0.22674	0.217099	0.0968331	0.19192	0.154375	0.140099	0.136439	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	0.137487	-1.36202	0.271058	0.131391	-1.28062	0.509356	-0.426165	0.192193	0.173495	-0.410351	0.366167	-0.0402092	0.143065	0.0437012	-0.0674064	0.0958114	-0.0284099	0.0107883	0.00913769	-0.00988812	0.0229123	-0.0355922	0.106428	0.0123809	-0.0407983	0.0606641	0
VN_01_01_0009	VN_01_01_0009	0.0426892	0.0946717	0.107058	0.0919795	0.105049	0.0999333	0.0823969	0.0664703	0.054164	0.0499256	0.0482215	0.0491277	0.0472182	0.0486552	0.0475928	0.0470978	0.0949389	0.0986446	0.085332	0.110225	0.120897	0.104138	0.0969937	0.0720509	0.0679892	0.0655036	0.0682585	0.065157	0.0591732	0.0645825	0.0671317	0.0910406	0.0863199	0.102249	0.10053	0.140484	0.174742	0.132271	0.10893	0.10047	0.0939173	0.0860876	0.0825516	0.0854853	0.0882487	0.0796278	0.0862921	0.0984869	0.0822851	0.0909697	0.108134	0.0710468	0.06532	0.0581642	0.0578406	0.0552965	0.0536941	0.0572385	0.0564963	0.0576286	0.0581941	0.0923373	0.0453486	0.0915041	0.0645342	0.116256	0.127943	0.0928321	0.0878002	0.0785354	0.0765024	0.0796151	0.0806552	0.0808508	0.0827831	0.0809235	0.0861146	0.0914602	0.0937362	0.0913435	0.144113	0.154882	0.132514	0.114835	0.111953	0.107355	0.109584	0.112359	0.110393	0.10918	0.112296	0.10403	0.12792	0.119639	0.122938	0.123584	0.119985	0.141097	0.167335	0.08926	0.0999842	0.114679	0.115761	0.116854	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.121043	0.44521	0.31682	0.0872704	0.365289	0.351954	0.269842	0.22116	0.159643	0.310555	0.244172	0.0856816	0.0909585	0.0100287	0.0579698	0.0203087	0.0320849	-0.00427103	-0.00896687	0.00177946	-0.00340427	0.137737	0.0836234	0.0131233	0.0584785	0.0222705	0
VN_01_01_0013	VN_01_01_0013	0.0394607	0.167564	0.244443	0.274726	0.261765	0.240529	0.144945	0.081679	0.0549341	0.0458115	0.0426514	0.0425847	0.0398275	0.0410989	0.0411812	0.038455	0.160323	0.20733	0.244705	0.304746	0.321438	0.223551	0.144387	0.0871266	0.069832	0.0620699	0.0596844	0.0564227	0.0552645	0.0594841	0.0587989	0.155314	0.197152	0.272861	0.2824	0.296846	0.320624	0.223006	0.147939	0.10937	0.0885842	0.0891881	0.0819834	0.0848106	0.0788057	0.0820993	0.154009	0.206885	0.256316	0.246594	0.238366	0.131694	0.0836089	0.0466932	0.0417592	0.0386679	0.039362	0.0394947	0.0380824	0.0399101	0.0409922	0.159234	0.212754	0.245353	0.282883	0.313132	0.239966	0.141049	0.0926762	0.0610291	0.0558866	0.0566359	0.0581463	0.0589576	0.0598844	0.0560838	0.147437	0.19704	0.256846	0.306139	0.335913	0.336147	0.237878	0.141274	0.0922624	0.0817815	0.0831066	0.0781526	0.0813384	0.0794215	0.0796232	0.0723111	0.0663435	0.067786	0.0632479	0.0660872	0.0727235	0.0903891	0.107677	0.0170575	0.054077	0.0332597	0.0218952	0.0220749	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	0.0260864	1.19111	0.434953	0.523948	0.994412	0.757234	0.64128	0.286398	0.26136	0.641798	0.293137	0.180952	0.0775508	0.0236588	0.137339	0.022877	-0.00212047	-0.00154881	0.00786281	0.0189027	0.0145659	0.194076	0.082552	0.0224583	0.0811258	0.027548	0
VN_01_01_0014	VN_01_01_0014	0.0849994	0.109554	0.148553	0.200605	0.268177	0.263193	0.174032	0.132792	0.10897	0.101081	0.0985275	0.0993904	0.0979448	0.0970967	0.0969589	0.0957725	0.107318	0.146358	0.187538	0.300942	0.363457	0.300369	0.21923	0.165326	0.151548	0.142453	0.140599	0.139756	0.135322	0.140551	0.140674	0.102467	0.124405	0.203595	0.302981	0.449156	0.48383	0.359259	0.275027	0.228513	0.205364	0.198353	0.200863	0.19727	0.195284	0.195049	0.100826	0.144567	0.188032	0.249584	0.257819	0.16673	0.119649	0.0947464	0.0855862	0.0819937	0.0796656	0.081235	0.0794434	0.0812795	0.0823501	0.104407	0.134326	0.208451	0.280116	0.349132	0.319244	0.203241	0.153243	0.127811	0.119452	0.118428	0.116772	0.120147	0.117317	0.116533	0.0966488	0.133883	0.201171	0.298858	0.455096	0.443373	0.334761	0.238722	0.194338	0.1774	0.172679	0.166526	0.167462	0.165965	0.163909	0.169829	0.168321	0.157246	0.155311	0.143935	0.151999	0.235082	0.237415	0.119205	0.197017	0.179027	0.162629	0.165318	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	0.16512	2.03959	0.34429	0.573996	1.97038	-0.250921	1.06875	0.249795	0.319071	1.06151	0.0578647	0.299476	0.108089	0.0751668	0.248568	0.0370103	0.0103051	0.000217048	0.0114482	0.0333946	0.000897142	0.300913	0.0859286	0.0548624	0.190179	0.0259639	0
VN_01_01_0018	VN_01_01_0018	0.0507614	0.0900771	0.0953872	0.0852012	0.0968868	0.0763369	0.0552329	0.0556159	0.0566634	0.0592432	0.0616556	0.0623084	0.0611255	0.0634746	0.0614347	0.0616144	0.0900326	0.0967203	0.0744049	0.0929987	0.101366	0.070601	0.0726927	0.0726729	0.0843735	0.0854661	0.088244	0.0866326	0.083467	0.0929485	0.0915597	0.0875953	0.0797309	0.094078	0.0814124	0.11535	0.138472	0.103201	0.110395	0.121484	0.125033	0.122819	0.121564	0.123817	0.123428	0.122285	0.0811602	0.0916931	0.0763107	0.0715229	0.0791812	0.0415405	0.0478099	0.0565825	0.0614933	0.0600652	0.0627616	0.0633172	0.0634718	0.0633067	0.0646737	0.0874922	0.105699	0.0951564	0.0780073	0.0853503	0.0971615	0.057275	0.0755751	0.082735	0.0861179	0.0902364	0.0923038	0.0916775	0.0928524	0.0893349	0.0824598	0.0896874	0.0900028	0.0852435	0.104105	0.0807851	0.0773537	0.0948479	0.114588	0.120747	0.126457	0.124797	0.128577	0.125487	0.126923	0.168211	0.17312	0.163456	0.164727	0.174481	0.171847	0.24718	0.253263	0.113302	0.176979	0.167392	0.156783	0.155902	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.163241	0.507295	0.577117	0.609144	0.506785	0.711449	0.633187	0.413555	0.345415	0.570583	0.236596	0.15406	0.111001	0.0463119	0.161769	-0.00954142	0.0039712	0.00972613	0.00212096	0.0146463	-0.0107074	0.180014	0.111447	0.00955909	0.092407	-0.039604	0
VN_01_01_0026	VN_01_01_0026	0.0521342	0.226013	0.302687	0.34155	0.39832	0.361427	0.232452	0.12512	0.0737815	0.060232	0.055673	0.0520634	0.0486021	0.050263	0.0486658	0.0486284	0.221888	0.274775	0.329879	0.433304	0.471299	0.345479	0.223747	0.120089	0.0898866	0.079615	0.0727164	0.0671917	0.0648474	0.0706586	0.0710192	0.209539	0.254353	0.352349	0.43976	0.560205	0.546855	0.360183	0.202237	0.148031	0.119591	0.105335	0.101581	0.0992842	0.0977081	0.0971738	0.210339	0.287437	0.323611	0.367785	0.355794	0.207206	0.12127	0.0750188	0.0586645	0.0531694	0.0513144	0.0509684	0.049815	0.0509752	0.0501291	0.217588	0.300326	0.344648	0.42449	0.476281	0.378125	0.209815	0.125297	0.0862733	0.0773241	0.0745658	0.0731363	0.0713895	0.0734468	0.0685289	0.199872	0.25992	0.346297	0.421927	0.566406	0.519671	0.345184	0.203444	0.135221	0.111864	0.101366	0.0980022	0.0985261	0.0955861	0.0969302	0.0809906	0.0306525	0.0325083	0.0163644	0.0184028	0.0168467	0.0715937	0.0378846	0.0455093	0.111229	0.0767668	0.0667129	0.0647753	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	0.0571357	1.02922	-0.21734	0.470883	0.9623	0.186354	0.53099	0.0475159	0.247209	0.520282	0.0641039	0.15418	0.0708941	0.0284744	0.151009	-0.032559	0.0193197	0.0100304	-0.0036291	0.0277855	-0.0194197	0.233778	0.058965	0.0207372	0.0968242	-0.00705857	0
VN_01_01_0033	VN_01_01_0033	-0.0916113	0.103893	0.124444	0.103698	0.0647229	-0.00297348	-0.0741818	-0.102536	-0.112878	-0.108737	-0.105978	-0.105446	-0.105024	-0.104444	-0.104688	-0.105868	0.103151	0.114564	0.0994065	0.0692621	0.00270231	-0.0872157	-0.129249	-0.151124	-0.155215	-0.152664	-0.148906	-0.149794	-0.151381	-0.149018	-0.14855	0.0983596	0.105797	0.117999	0.0795863	0.0145275	-0.0734042	-0.16602	-0.202829	-0.205008	-0.211279	-0.211112	-0.208374	-0.202789	-0.211096	-0.205554	0.0966926	0.11813	0.0949464	0.0533826	-0.0017838	-0.0792839	-0.100715	-0.11719	-0.114621	-0.113801	-0.113279	-0.110135	-0.111542	-0.109724	-0.109371	0.10151	0.0293532	0.115964	0.0705482	0.00513274	-0.0583757	-0.133626	-0.153266	-0.164929	-0.161355	-0.15624	-0.154533	-0.154849	-0.153694	-0.156919	0.0943224	0.111943	0.116518	0.0784683	0.023545	-0.079782	-0.156822	-0.208757	-0.225346	-0.221591	-0.221044	-0.21874	-0.21646	-0.216973	-0.213584	-0.237799	-0.250135	-0.245338	-0.243206	-0.228573	-0.229942	-0.336957	-0.296919	-0.110807	-0.181071	-0.16733	-0.166146	-0.153811	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	-0.155243	0.127285	-0.0783998	-0.00555049	0.128567	0.410515	-0.304077	-0.12439	-0.146269	-0.197958	0.116376	-0.0989915	-0.0797883	-0.0819285	-0.12255	-0.0414656	-0.0246623	-0.0195764	-0.0143464	-0.0197299	-0.0167274	-0.143861	-0.0598641	-0.0441536	-0.0580129	-0.0232296	0
