FID	IID	score.auto	score.grid.1	score.grid.2	score.grid.3	score.grid.4	score.grid.5	score.grid.6	score.grid.7	score.grid.8	score.grid.9	score.grid.10	score.grid.11	score.grid.12	score.grid.13	score.grid.14	score.grid.15	score.grid.16	score.grid.17	score.grid.18	score.grid.19	score.grid.20	score.grid.21	score.grid.22	score.grid.23	score.grid.24	score.grid.25	score.grid.26	score.grid.27	score.grid.28	score.grid.29	score.grid.30	score.grid.31	score.grid.32	score.grid.33	score.grid.34	score.grid.35	score.grid.36	score.grid.37	score.grid.38	score.grid.39	score.grid.40	score.grid.41	score.grid.42	score.grid.43	score.grid.44	score.grid.45	score.grid.46	score.grid.47	score.grid.48	score.grid.49	score.grid.50	score.grid.51	score.grid.52	score.grid.53	score.grid.54	score.grid.55	score.grid.56	score.grid.57	score.grid.58	score.grid.59	score.grid.60	score.grid.61	score.grid.62	score.grid.63	score.grid.64	score.grid.65	score.grid.66	score.grid.67	score.grid.68	score.grid.69	score.grid.70	score.grid.71	score.grid.72	score.grid.73	score.grid.74	score.grid.75	score.grid.76	score.grid.77	score.grid.78	score.grid.79	score.grid.80	score.grid.81	score.grid.82	score.grid.83	score.grid.84	score.grid.85	score.grid.86	score.grid.87	score.grid.88	score.grid.89	score.grid.90	score.auto.shaPRS	score.grid.12.shaPRS	score.grid.13.shaPRS	score.grid.14.shaPRS	score.grid.15.shaPRS	score.grid.28.shaPRS	score.grid.29.shaPRS	score.grid.30.shaPRS	score.grid.44.shaPRS	score.grid.45.shaPRS	score.grid.57.shaPRS	score.grid.58.shaPRS	score.grid.59.shaPRS	score.grid.60.shaPRS	score.grid.73.shaPRS	score.grid.74.shaPRS	score.grid.75.shaPRS	score.grid.89.shaPRS	score.grid.90.shaPRS	prscs.phi1e+00	prscs.shaPRS.phi1e+00	prscsx.META.phi1e+00	prscsx.EAS.phi1e+00	prscsx.EUR.phi1e+00	prscs.phi1e-02	prscs.shaPRS.phi1e-02	prscsx.META.phi1e-02	prscsx.EAS.phi1e-02	prscsx.EUR.phi1e-02	prscs.phi1e-04	prscs.shaPRS.phi1e-04	prscsx.META.phi1e-04	prscsx.EAS.phi1e-04	prscsx.EUR.phi1e-04	prscs.phi1e-06	prscs.shaPRS.phi1e-06	prscsx.META.phi1e-06	prscsx.EAS.phi1e-06	prscsx.EUR.phi1e-06	prscs.phiauto	prscs.shaPRS.phiauto	prscsx.META.phiauto	prscsx.EAS.phiauto	prscsx.EUR.phiauto	SBayesRC	PRSice2.0.1	PRSice2.0.4	PRSice2.0.7	PRSice2.0.9	PGS002763	PGS002767	PGS004478	PGS004479	PGS004548	PGS004549	PGS004882	PGS004883	PGS002094	PGS001882	PGS001192	PGS000967	PGS001290	PGS002750	PGS002728	PGS002749	PGS002729	PHENO
VN_01_00_0494	VN_01_00_0494	-0.206319	0.205262	0.551121	1.10793	1.7651	1.91404	0.912148	-0.271697	-1.11401	-1.54911	-1.74648	-1.8665	-1.89579	-1.90103	-1.92012	-1.9365	0.17671	0.50684	1.14873	1.96599	2.54142	1.83103	0.300389	-1.13719	-1.98031	-2.38482	-2.57134	-2.65598	-2.68503	-2.70088	-2.74049	0.157363	0.444218	1.06548	2.04268	2.92215	2.7661	1.20582	-0.890505	-2.38798	-3.1056	-3.47251	-3.6451	-3.72104	-3.77806	-3.79098	0.215197	0.574672	1.18576	1.88349	2.06738	1.25242	0.206475	-0.521359	-0.875243	-1.03803	-1.10995	-1.15697	-1.17425	-1.17165	-1.16643	0.18749	0.518964	1.20571	2.07832	2.65549	2.2286	0.877164	-0.375998	-1.06553	-1.38758	-1.54219	-1.60234	-1.64648	-1.6419	-1.65245	0.161392	0.472082	1.09618	2.16601	3.21951	3.23352	1.87961	0.0513261	-1.183	-1.77266	-2.06842	-2.19191	-2.25104	-2.25701	-2.26208	0.448959	0.651214	0.649869	0.918844	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.856347	0.180821	0.914583	1.14756	-2.74997	1.10411	3.87341	0.508425	0.638892	-1.43787	0.650496	6.47837	0.192265	0.145047	-0.497037	0.178549	0.162791	-0.0196246	0.0990472	0.0280501	0.100218	7.05864	0.315988	0.927567	6.02482	0.19237	0.01864944039408	-565.292379	63.7861285	209.728114	-3704.32975	0.104517	0.0923917	-0.11472	0.204655	-0.00662334	0.0215691	-0.004742	0.200237	0.0170686	-0.108034	-0.489695	-0.282425	-0.130316	0.57259	1.619	-0.0529082	0.715	0
VN_01_00_0497	VN_01_00_0497	-0.207482	0.0713413	0.197551	0.450348	0.779817	0.771939	0.180119	-0.622175	-1.28437	-1.63135	-1.77707	-1.86764	-1.89615	-1.90348	-1.92505	-1.93441	0.0615211	0.182357	0.437733	0.824709	1.13439	0.609112	-0.419819	-1.50603	-2.15313	-2.45602	-2.60796	-2.68826	-2.7142	-2.72315	-2.73229	0.0532352	0.159202	0.408435	0.897554	1.35722	1.17245	-0.0171616	-1.58605	-2.71589	-3.27029	-3.56343	-3.70456	-3.77509	-3.76301	-3.77297	0.0783183	0.217707	0.489823	0.863161	0.972993	0.454366	-0.252505	-0.831618	-1.1032	-1.23999	-1.30265	-1.32679	-1.33464	-1.34441	-1.3415	0.0681465	0.196479	0.47757	0.916142	1.3481	0.987435	0.0471852	-0.881693	-1.42767	-1.68389	-1.80772	-1.8455	-1.88619	-1.91835	-1.89359	0.0589401	0.174523	0.451154	0.982728	1.56303	1.55367	0.571117	-0.787644	-1.72812	-2.20551	-2.43751	-2.53203	-2.60673	-2.59894	-2.61258	0.309729	0.469652	0.470713	0.64157	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	0.615321	-8.26771	1.61843	-0.0940903	-0.302204	0.286565	0.306084	0.718858	-0.250535	-0.200195	-0.0510433	3.10049	0.0892376	-0.123052	-0.213221	-0.0772619	-0.204279	-0.0575636	-0.036616	-0.00949464	-0.0279497	3.15697	0.281207	0.123404	2.54269	0.277454	-0.06920948453376	-585.448627	6.00231523	157.012072	-3949.48535	0.238622	-0.00929447	0.0124314	-0.241089	0.00477089	-0.012041	0.107664	0.171335	0.0318493	0.207125	-0.159477	-0.0980332	-0.026401	0.332646	1.62	0.404165	1.029	0
VN_01_00_0498	VN_01_00_0498	-0.207831	0.125616	0.340055	0.720035	1.16913	1.17752	0.434803	-0.502196	-1.22785	-1.59557	-1.75189	-1.83155	-1.86864	-1.87771	-1.88847	-1.90527	0.108939	0.306001	0.726798	1.27083	1.63248	1.06944	-0.17392	-1.37852	-2.05527	-2.38801	-2.5545	-2.63659	-2.65907	-2.66291	-2.67561	0.0947378	0.279245	0.681472	1.34708	1.96524	1.799	0.473073	-1.32515	-2.55759	-3.12375	-3.48144	-3.56254	-3.6696	-3.67293	-3.69942	0.132495	0.365941	0.781769	1.27905	1.36767	0.704076	-0.171557	-0.80061	-1.10272	-1.24376	-1.30989	-1.34693	-1.35869	-1.36617	-1.35983	0.116505	0.326807	0.767162	1.39819	1.87965	1.416	0.268513	-0.803596	-1.4187	-1.69022	-1.81899	-1.87471	-1.90941	-1.91471	-1.90725	0.100582	0.293673	0.73287	1.44923	2.24303	2.14937	1.01047	-0.630281	-1.66848	-2.17782	-2.43495	-2.54813	-2.59635	-2.58287	-2.63201	0.283838	0.512021	0.518977	0.731559	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	0.693074	3.44867	0.831528	-1.85169	0.313552	-1.93701	3.76593	0.478297	-1.05119	-0.086583	-0.991011	4.5191	0.0962762	-0.212548	-0.249834	-0.188008	-0.129629	-0.0473536	-0.0194646	0.080621	-0.0142587	4.18741	0.142201	0.0469926	4.56963	0.236268	-0.04916535459384	-563.731077	13.3848238	169.660545	-3836.49889	0.258293	0.0733513	-0.0262632	0.175993	0.00137058	0.022451	0.117776	0.265289	0.0339239	0.0613903	0.350899	0.170618	-0.0276714	0.042411	1.892	0.244307	0.781	0
VN_01_00_0604	VN_01_00_0604	-0.193251	0.153021	0.4159	0.903759	1.52402	1.67472	0.79146	-0.257171	-1.05103	-1.4625	-1.6353	-1.72694	-1.74617	-1.7645	-1.76843	-1.78269	0.129353	0.381288	0.90977	1.66827	2.28936	1.69299	0.291102	-1.08517	-1.8526	-2.20619	-2.39376	-2.46544	-2.49907	-2.48565	-2.53782	0.115309	0.328541	0.829123	1.74279	2.71031	2.55461	1.16521	-0.830422	-2.22461	-2.86581	-3.22316	-3.36009	-3.44686	-3.47283	-3.46947	0.160899	0.439518	0.961538	1.63916	1.8844	1.11279	0.160107	-0.529195	-0.882644	-1.02609	-1.09112	-1.11691	-1.13254	-1.13132	-1.12733	0.13926	0.395659	0.935471	1.79644	2.46517	2.02559	0.839367	-0.414428	-1.08628	-1.36642	-1.50386	-1.55089	-1.59119	-1.59158	-1.60537	0.119994	0.355127	0.873432	1.86823	2.76613	3.03162	1.70494	-0.00552077	-1.18586	-1.75397	-2.00461	-2.12659	-2.18176	-2.17853	-2.20588	0.288235	0.479776	0.490559	0.641029	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	0.612474	2.34956	0.732475	-0.603367	-0.588668	-0.39957	6.60893	0.493104	-0.382576	-0.490009	-0.23465	6.56976	0.160696	-0.11523	0.124685	-0.0955435	-0.0732966	-0.0150834	-0.0286778	0.160477	-0.0402058	6.98829	0.187612	-0.510204	5.36855	0.267402	0.1840808073804	-501.76603	100.174627	217.831213	-3997.15418	0.0272618	-0.052382	-0.185503	-0.237927	-0.00291497	-0.0157625	0.020522	0.129645	0.0112495	0.0530414	-0.414722	-0.0400074	-0.101112	0.847984	2.269	0.240585	0.665	0
VN_01_00_0605	VN_01_00_0605	-0.204455	0.177815	0.470184	0.958936	1.42781	1.45405	0.506024	-0.507501	-1.22022	-1.60389	-1.75427	-1.83749	-1.86487	-1.87404	-1.8941	-1.89333	0.153159	0.431507	0.962929	1.62892	1.97866	1.24503	-0.136112	-1.39735	-2.06873	-2.42223	-2.5499	-2.65351	-2.66075	-2.64855	-2.69914	0.135904	0.382141	0.894294	1.70479	2.36523	1.98653	0.48465	-1.33672	-2.61285	-3.16538	-3.50671	-3.60191	-3.68562	-3.7306	-3.72502	0.186337	0.495954	1.00638	1.55616	1.6187	0.811596	-0.107617	-0.766025	-1.09194	-1.22813	-1.27655	-1.31578	-1.33143	-1.32898	-1.32099	0.162779	0.447523	1.02371	1.73169	2.16195	1.58271	0.348938	-0.794505	-1.4166	-1.66303	-1.78398	-1.84499	-1.86245	-1.86093	-1.8673	0.140401	0.410148	0.958419	1.82443	2.51164	2.34084	1.06065	-0.555982	-1.66969	-2.18155	-2.40662	-2.51483	-2.56003	-2.56828	-2.57043	0.176328	0.206964	0.214023	0.352641	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	0.303412	-11.017	-0.342057	-0.72823	0.778951	-0.839619	0.766167	-0.093813	-0.444611	0.171508	-0.423353	4.17485	-0.0664842	-0.0783469	-0.0871468	-0.0456268	-0.255224	-0.0798676	0.108018	0.0388286	0.122011	4.30953	0.0411453	-1.74324	4.42604	0.169059	0.1471525293732	-557.603823	55.9189443	176.182919	-3932.9236	0.0542115	-0.0736098	-0.379024	-0.3252	-0.0186784	-0.0218299	0.001859	0.103859	0.00200789	0.014992	-0.308865	-0.0871311	-0.173237	0.0738074	1.664	0.172019	0.783	0
VN_01_00_0608	VN_01_00_0608	-0.213975	0.0793924	0.181508	0.33843	0.478186	0.353413	-0.227899	-0.872271	-1.40244	-1.70333	-1.84232	-1.91488	-1.9426	-1.9469	-1.95968	-1.9765	0.0706032	0.170993	0.34377	0.540077	0.611558	0.129535	-0.830408	-1.7045	-2.25289	-2.54152	-2.66725	-2.74787	-2.77422	-2.77067	-2.79598	0.0623662	0.156784	0.318656	0.553818	0.797404	0.417443	-0.567615	-1.89031	-2.90563	-3.3782	-3.66295	-3.77808	-3.84339	-3.83852	-3.84563	0.0870698	0.203497	0.398888	0.609917	0.539901	0.113564	-0.466598	-0.889308	-1.11027	-1.22664	-1.27505	-1.32051	-1.32014	-1.31984	-1.32503	0.0762038	0.196739	0.381157	0.650441	0.83124	0.512718	-0.234524	-1.01959	-1.46919	-1.66918	-1.781	-1.82512	-1.85869	-1.87204	-1.87105	0.0676232	0.17785	0.346722	0.685495	0.935981	0.870321	0.068836	-1.0513	-1.83357	-2.19233	-2.42884	-2.49673	-2.53362	-2.54434	-2.53867	0.385032	0.60279	0.602517	0.834002	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	0.773753	-7.95312	2.03703	-0.166682	1.83547	0.563836	0.675467	1.00884	-0.132675	0.723355	0.165787	2.5253	0.234917	0.0463494	0.180606	0.102209	-0.115283	-0.059195	0.123872	0.214574	0.125304	4.08983	0.364598	0.649431	3.124	0.374437	-0.1146704822052	-621.505818	73.1162545	131.323042	-3894.6843	0.0674555	0.148141	-0.134082	0.460132	-0.00605587	0.0274045	0.048385	0.347013	0.0290591	0.256482	-0.0254444	-0.092155	0.0684027	-0.0460922	1.997	0.0187373	0.846	0
VN_01_00_0654	VN_01_00_0654	-0.206141	0.128405	0.349172	0.772601	1.26679	1.35485	0.579645	-0.389664	-1.15129	-1.56104	-1.75165	-1.85075	-1.90772	-1.90017	-1.92782	-1.93125	0.110438	0.318764	0.760127	1.43097	1.90604	1.31655	0.0162821	-1.28044	-1.99848	-2.40027	-2.59742	-2.67615	-2.71372	-2.74215	-2.74725	0.0965286	0.285405	0.713393	1.47003	2.21029	2.08432	0.73366	-1.11493	-2.49248	-3.14765	-3.51671	-3.66195	-3.79857	-3.75147	-3.82141	0.133246	0.370186	0.805331	1.36523	1.5569	0.942277	0.154344	-0.458272	-0.751656	-0.879419	-0.94852	-0.972885	-0.983438	-0.987533	-0.974147	0.116461	0.334063	0.80203	1.48784	2.15108	1.70394	0.655441	-0.358263	-0.934823	-1.18688	-1.30409	-1.35663	-1.38255	-1.39728	-1.38843	0.100459	0.298627	0.755687	1.59016	2.48993	2.53943	1.48832	-0.00588167	-1.05708	-1.52174	-1.76104	-1.85849	-1.92568	-1.91677	-1.93407	0.209965	0.27443	0.266716	0.425364	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	0.352002	1.23634	0.271653	-0.36162	0.844635	-0.636793	5.52352	0.230236	-0.37089	0.22146	-0.360266	5.86978	0.153041	-0.0805937	0.00590386	-0.0650926	-0.0580981	0.00428673	0.0412935	0.138917	0.0429263	7.05416	0.211214	0.307307	7.68799	0.121462	-0.1528001281092	-613.746606	50.2656435	200.760109	-4124.95556	0.159598	0.0273178	-0.0649924	-0.135448	-0.00494229	-0.00463068	0.127467	0.214125	0.0350226	0.245134	-0.418371	0.0794996	-0.170814	0.346937	1.609	0.268935	0.837	0
VN_01_00_0655	VN_01_00_0655	-0.216564	0.316533	0.758032	1.4639	1.92597	1.8551	0.810979	-0.40509	-1.25107	-1.66763	-1.84637	-1.9322	-1.98174	-1.97637	-1.99198	-2.00628	0.282137	0.712468	1.42321	2.15232	2.48	1.64928	0.0646411	-1.38029	-2.14984	-2.52746	-2.7066	-2.79119	-2.81268	-2.82065	-2.84006	0.248498	0.665132	1.37192	2.20921	2.93314	2.50401	0.929173	-1.2766	-2.62935	-3.30436	-3.66663	-3.81472	-3.85988	-3.88474	-3.94319	0.325257	0.802655	1.4497	2.05416	2.02825	1.09187	-0.0184727	-0.725674	-1.06659	-1.20627	-1.27737	-1.31206	-1.32985	-1.33733	-1.32423	0.285191	0.737723	1.46363	2.28141	2.66137	2.02471	0.623094	-0.66039	-1.35304	-1.64946	-1.77035	-1.8225	-1.87037	-1.88065	-1.87533	0.255141	0.672183	1.45422	2.35466	3.12593	3.03203	1.57018	-0.36078	-1.58506	-2.13542	-2.38605	-2.52572	-2.57099	-2.57729	-2.59206	0.400895	0.554129	0.565638	0.809876	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	0.733304	-0.445588	0.39012	-1.04734	-0.220164	-1.0033	2.1077	0.46981	-0.213521	0.172958	-0.23369	3.87486	0.137568	0.156661	0.190354	0.172012	-0.0571311	0.00128909	0.212106	0.284595	0.215498	4.0927	0.320891	-0.523399	4.03286	0.277926	0.02680838259168	-560.110027	1.7416553	204.680723	-3822.47723	0.126284	0.22889	0.0795383	-0.0261834	0.0118424	0.00813711	-0.086277	0.398488	0.0420393	0.141204	0.354354	-0.0697004	-0.0915686	0.262627	2.397	0.480838	0.874	0
VN_01_00_0658	VN_01_00_0658	-0.22834	0.129019	0.354036	0.781738	1.31057	1.37307	0.523703	-0.49768	-1.32511	-1.73712	-1.94186	-2.03321	-2.08162	-2.08968	-2.10851	-2.12575	0.11119	0.31947	0.775963	1.45276	1.93709	1.30226	-0.152318	-1.48014	-2.25848	-2.64573	-2.85183	-2.949	-2.97483	-2.97821	-3.02279	0.0968842	0.282706	0.722131	1.51469	2.30517	2.0925	0.583889	-1.40265	-2.8054	-3.49957	-3.86376	-4.01911	-4.14142	-4.12707	-4.17328	0.136513	0.378542	0.844889	1.43296	1.59094	0.889546	-0.0345088	-0.68084	-1.0016	-1.14643	-1.20404	-1.24235	-1.2482	-1.25866	-1.24613	0.118854	0.341718	0.802369	1.56328	2.16395	1.64945	0.50851	-0.647954	-1.27362	-1.54557	-1.67542	-1.72465	-1.75354	-1.77384	-1.76844	0.102228	0.303888	0.765279	1.64513	2.45631	2.52292	1.28124	-0.410588	-1.44852	-2.00553	-2.2599	-2.36231	-2.41258	-2.40191	-2.45644	0.17455	0.280803	0.294136	0.380238	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	0.382689	-0.420987	0.344976	-0.656275	-1.42497	-0.746094	3.99407	-0.0205003	-0.385989	-0.837446	-0.404531	4.23593	0.00536031	0.0934712	-0.200852	0.10672	0.0249564	-0.115069	0.199828	0.173941	0.197658	5.71929	0.0295693	-0.997577	4.62233	0.140638	-0.03219198115008	-576.180812	15.0447518	121.735543	-3946.40418	0.0614301	-0.0316589	-0.07513	-0.0186069	-0.0007859	0.00975165	-0.00035	0.19413	0.0248095	0.0314604	0.17812	-0.00118855	-0.0628691	0.503342	1.602	0.135299	0.62	0
VN_01_00_0659	VN_01_00_0659	-0.204952	0.118257	0.324526	0.699911	1.20381	1.2283	0.514048	-0.443114	-1.16913	-1.55903	-1.72173	-1.8191	-1.85799	-1.85792	-1.89352	-1.88409	0.102421	0.292116	0.70524	1.3026	1.7973	1.21723	-0.0530134	-1.28486	-2.00416	-2.37542	-2.54075	-2.63313	-2.63998	-2.64972	-2.67421	0.0890051	0.264537	0.66193	1.37605	2.13528	2.02454	0.712914	-1.17698	-2.42401	-3.09571	-3.42033	-3.57905	-3.67102	-3.67897	-3.67174	0.125438	0.347205	0.76879	1.31666	1.44552	0.792686	-0.0104417	-0.631461	-0.924884	-1.07649	-1.13685	-1.17493	-1.19378	-1.1964	-1.19317	0.109182	0.313366	0.744135	1.42283	1.98893	1.58056	0.496438	-0.557125	-1.16702	-1.44512	-1.56608	-1.63202	-1.66848	-1.68652	-1.6866	0.0941601	0.278812	0.700549	1.49869	2.34642	2.44405	1.30138	-0.25834	-1.31513	-1.85322	-2.10823	-2.22806	-2.28245	-2.28388	-2.30206	0.227136	0.321287	0.334667	0.460723	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	0.436382	1.90053	1.35683	-0.912801	-4.29267	-0.543252	4.8949	0.393442	-0.448017	-2.12894	-0.238334	5.22925	0.0440483	-0.0735204	-0.512799	-0.0369315	-0.064352	-0.0453636	0.0154778	-0.218601	0.0255138	6.31351	0.13177	0.0926211	4.37034	0.124384	0.0635421693288	-509.999137	141.555085	226.653781	-3863.10324	0.0488594	0.0639479	-0.173045	0.0349068	-0.000771458	0.00960538	-0.037089	0.269427	0.0203719	0.198412	-0.109224	-0.0944441	0.0143851	-0.349867	2.024	0.232218	0.844	0
VN_01_00_0660	VN_01_00_0660	-0.220001	0.0995418	0.271983	0.612108	1.06815	1.10701	0.433028	-0.493014	-1.26354	-1.67709	-1.86241	-1.97613	-2.00841	-2.02951	-2.04014	-2.04623	0.0859452	0.252314	0.604529	1.12533	1.56355	1.05761	-0.127375	-1.3889	-2.16138	-2.56532	-2.73748	-2.83322	-2.86459	-2.87898	-2.90348	0.0746668	0.221168	0.556924	1.17907	1.82923	1.78807	0.59441	-1.32109	-2.66568	-3.36056	-3.71122	-3.8557	-3.95262	-4.00684	-3.98038	0.10663	0.296704	0.667926	1.1455	1.33457	0.797327	-0.00449951	-0.655076	-1.01793	-1.17035	-1.23614	-1.27848	-1.29247	-1.29669	-1.29995	0.0940538	0.26832	0.642988	1.2601	1.80717	1.47221	0.49946	-0.589364	-1.28293	-1.56339	-1.72873	-1.79346	-1.82812	-1.83512	-1.83243	0.0797232	0.236929	0.607691	1.31009	2.10324	2.21385	1.20317	-0.322106	-1.45061	-2.02835	-2.31961	-2.44319	-2.48776	-2.51004	-2.51442	0.259498	0.439114	0.436842	0.615223	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	0.564027	-8.02748	0.679358	-1.66631	-0.559816	-1.2966	1.98435	0.406636	-0.703618	-0.537685	-0.503477	4.5509	0.0920034	-0.196399	-0.181015	-0.144671	0.0154532	-0.0408748	-0.0490999	0.000112807	-0.0407945	6.49307	0.203397	0.651018	4.8267	0.287114	-0.0933583159692	-612.083737	26.7778701	243.518142	-4200.73659	-0.0242922	0.0236999	-0.289008	-0.0849895	-0.0125065	0.00469963	-0.095122	0.190012	-0.00831641	-0.108312	-0.15496	-0.070443	0.0607066	-0.191343	1.79	-0.178836	0.805	0
VN_01_00_0661	VN_01_00_0661	-0.205625	0.174043	0.46131	0.94066	1.54214	1.53218	0.704483	-0.346771	-1.14934	-1.55403	-1.73406	-1.82689	-1.85931	-1.87459	-1.88192	-1.89606	0.151792	0.418567	0.960295	1.61667	2.10608	1.471	0.100332	-1.23934	-2.01	-2.34831	-2.54182	-2.64052	-2.65265	-2.64205	-2.69026	0.132771	0.377908	0.887825	1.71471	2.46733	2.34274	0.934863	-1.10889	-2.42185	-3.0528	-3.44201	-3.57912	-3.6433	-3.68885	-3.73478	0.18261	0.486031	1.00053	1.60732	1.73813	0.959377	0.0155152	-0.637806	-0.956993	-1.10113	-1.17384	-1.20773	-1.21989	-1.21915	-1.2258	0.160183	0.435849	0.970124	1.75828	2.36099	1.79869	0.607294	-0.586947	-1.21176	-1.47616	-1.6216	-1.66793	-1.71082	-1.72055	-1.72611	0.138531	0.394206	0.934084	1.82992	2.67584	2.72386	1.48992	-0.261509	-1.37863	-1.91301	-2.16785	-2.28934	-2.35014	-2.32538	-2.35208	0.224012	0.361368	0.366475	0.529957	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	0.492344	-2.43647	0.209852	-0.040755	2.13791	0.00598052	4.24595	-0.0823934	0.0364039	1.41506	-0.0338384	4.78066	-0.0111841	0.00208347	0.191873	-0.0017335	0.0661405	-0.0553319	-0.00712418	0.145573	-0.0119722	6.95253	0.0623476	-0.37944	5.19853	0.0811369	-0.01265981104824	-537.711705	127.103636	230.952584	-4224.49578	0.0585885	0.197623	-0.221508	0.283151	-0.00768743	0.0104942	0.006212	0.360539	0.0236576	0.101897	0.238331	0.163922	-0.033221	0.118236	2.488	0.235383	0.662	0
VN_01_00_0662	VN_01_00_0662	-0.203446	0.0803427	0.213146	0.444199	0.743548	0.666048	0.0758179	-0.630421	-1.25616	-1.59544	-1.73504	-1.83643	-1.87109	-1.87352	-1.87243	-1.89605	0.0694084	0.198106	0.455804	0.785536	1.05191	0.550801	-0.413874	-1.46646	-2.09353	-2.42363	-2.5488	-2.63546	-2.66574	-2.67682	-2.68009	0.0605402	0.173329	0.417245	0.840944	1.23887	1.00534	-0.0305207	-1.54504	-2.61455	-3.16857	-3.47648	-3.60806	-3.705	-3.73205	-3.75478	0.0864758	0.235449	0.511544	0.84	0.913747	0.410979	-0.21497	-0.741852	-1.03247	-1.15687	-1.21491	-1.25993	-1.26393	-1.25756	-1.26527	0.0758155	0.215603	0.47749	0.906657	1.29008	0.93405	0.103857	-0.797715	-1.33734	-1.57188	-1.69482	-1.75419	-1.78543	-1.7907	-1.79433	0.0647653	0.188039	0.4661	0.985558	1.40785	1.44882	0.558717	-0.643138	-1.59279	-2.05532	-2.2907	-2.41323	-2.45104	-2.46246	-2.47414	0.215076	0.3241	0.327161	0.450207	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	0.408485	1.10552	0.074103	-1.09907	0.271335	-0.475665	3.12827	0.130213	-0.679257	-0.214221	-0.350298	4.72672	0.0386507	-0.13462	-0.0045717	-0.0292052	-0.346769	-0.0185978	0.0458568	0.112431	0.0592633	4.85328	0.185733	-0.38036	5.26607	0.177277	-0.200209881522	-662.916799	75.3567425	224.105064	-4170.98628	0.0246007	-0.0786091	-0.340666	-0.0319644	-0.016499	0.018714	-0.182601	0.133455	-0.00553025	-0.047928	-0.570016	-0.155564	-0.0366046	0.301646	1.806	-0.0161907	0.762	0
VN_01_00_0673	VN_01_00_0673	-0.20335	0.0807525	0.216107	0.461631	0.71865	0.627079	-0.064562	-0.76348	-1.30853	-1.62541	-1.75539	-1.82323	-1.84728	-1.85511	-1.86738	-1.87453	0.0714933	0.19834	0.454981	0.805367	0.980638	0.42495	-0.615183	-1.58528	-2.12775	-2.407	-2.53606	-2.61707	-2.64891	-2.64653	-2.67695	0.0621757	0.176833	0.440562	0.84962	1.25629	0.909466	-0.246469	-1.71715	-2.72206	-3.20448	-3.50201	-3.57812	-3.6468	-3.65214	-3.69502	0.0884179	0.236976	0.513747	0.833356	0.829873	0.262564	-0.315227	-0.75376	-0.957946	-1.05654	-1.11049	-1.14465	-1.14868	-1.1445	-1.14077	0.0770238	0.217839	0.487011	0.9278	1.19956	0.7674	-0.0830696	-0.852237	-1.27709	-1.46212	-1.55054	-1.58695	-1.61373	-1.62368	-1.62582	0.0671332	0.196732	0.463171	0.966067	1.39617	1.34476	0.378199	-0.800177	-1.56185	-1.94169	-2.09577	-2.21169	-2.21511	-2.24673	-2.23444	0.216192	0.280996	0.290534	0.383249	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	0.355727	-5.96791	0.236782	-1.61003	-2.03688	-1.4761	1.55873	0.0420258	-0.73837	-1.14424	-0.624054	4.60208	0.0460865	-0.265036	-0.372457	-0.21369	-0.362857	-0.0829189	-0.127228	-0.0962036	-0.124023	4.49761	0.101866	-0.689319	4.32361	0.155527	-0.05887655100024	-603.297419	-27.1622746	109.76853	-4219.28216	0.0282992	0.0587782	-0.0959971	0.181537	0.000620351	0.0128984	-0.047556	0.197354	0.0345612	0.261634	0.207646	0.0318724	-0.0333062	0.135664	1.947	0.251282	0.757	0
